assetid,schemename,schemecode,assetname,classofasset,sanctiondate,wage,semiskilled,skilled,material,contingency,total,mandays
32000045645,180 Estimate for construction of IAY name of beneficiary Satya Bibi Sekh at Anandabas. ,3201009002/IF/34040798815,IAY HOUSE,IAY Houses,17-11-2014,15660,0,0,0,0  ,15660,
32000045538,179 Construction of IAY house of Asiya Bibi at Anadabas under MGNREGA under Bhaluka GP(Part-1),3201009002/IF/34040942482,IAY HOUSE,IAY Houses,30-06-2015,15660,0,0,0,0  ,15660,
32000045683,182 Estimate for construction of IAY name of beneficiary Khayran Bibi Mondal at Anandabas.,3201009002/IF/34040802382,IAY HOUSE,IAY Houses,17-11-2014,13572,0,0,0,0  ,13572,
32000045700,183 Estimate for construction of IAY name of the benificiary Fulkali Bibi at Santoshpur,3201009002/IF/34040802386,IAY HOUSE,IAY Houses,17-11-2014,15660,0,0,0,0  ,15660,
32000045669,181 Estimate for construction of IAY name of beneficiary Panchu Nag at Anandabas.,3201009002/IF/34040798856,IAY HOUSE,IAY Houses,17-11-2014,15660,0,0,0,0  ,15660,
32000045713,184 Estimate for construction of IAY name of the beneficiary Nursalima Bibi at Santoshpur.,3201009002/IF/34040802393,IAY HOUSE,IAY Houses,17-11-2014,9396,0,0,0,0  ,9396,
32000045728,186 Estimate for construction of IAY name of benmeficiary Saraswati Hatui at Satkuliya.,3201009002/IF/34040811117,IAY HOUSE,IAY Houses,17-11-2014,10440,0,0,0,0  ,10440,
32000045741,187 Estimate for construction of IAY name of the  beneficiary Chabi Pal at Bhaluka. ,3201009002/IF/34040802399,IAY HOUSE,IAY Houses,17-11-2014,15660,0,0,0,0  ,15660,
32000045770,189 Estimate for construction of IAY name of beneficiary Jashoda Nag at Natunpara.,3201009002/IF/34040811143,IAY HOUSE,IAY Houses,30-06-2015,15660,0,0,0,0  ,15660,
32000045837,194 Estimate for construction of IAY name of the beneficiary Bina Sil  at Bhaluka.,3201009002/IF/34040802409,IAY HOUSE,IAY Houses,17-11-2014,15660,0,0,0,0  ,15660,
32000045874,201 Construction of IAY house of Aseda Bibi Mondal at Anandabas under MGNREGA under Bhaluka GP(Part-4),3201009002/IF/34040944190,IAY HOUSE,IAY Houses,30-06-2015,15660,0,0,0,0  ,15660,
32000045858,200 Estimate for construction of IAY name of the beneficiary Salatan Bibi at Anandabas.,3201009002/IF/34040803016,IAY HOUSE,IAY Houses,22-01-2015,15660,0,0,0,0  ,15660,
32000045906,203 Construction of IAY house of Rehena  Bibi Mondal at Anadabas under MGNREGA under Bhaluka GP(Part-6),3201009002/IF/34040944222,IAY HOUSE,IAY Houses,30-06-2015,15660,0,0,0,0  ,15660,
32000045787,191 Estimate for construction of IAY name of the beneficiary Shambhu Hazra at Bhaluka.,3201009002/IF/34040802406,IAY HOUSE,IAY Houses,17-11-2014,9396,0,0,0,0  ,9396,
32000045915,204 Estimate for construction of IAY name of the beneficiary Hasina Bibi at Anandabas.,3201009002/IF/34040803030,IAY HOUSE,IAY Houses,22-01-2015,15660,0,0,0,0  ,15660,
32000045989,211 Estimate for construction of IAY name of the Beneficiary Alti Bibi at Anandabas.,3201009002/IF/34040804632,IAY HOUSE,IAY Houses,22-01-2015,15660,0,0,0,0  ,15660,
32000045952,208 Estimate for construction of IAY name of the Beneficiary Sainur Bibi at Anandabas.,3201009002/IF/34040804626,IAY HOUSE,IAY Houses,22-01-2015,13572,0,0,0,0  ,13572,
32000045998,212 Construction of IAY house of Ismatan Bibi Baddi at Anadabas under MGNREGA under Bhaluka GP(Part-15),3201009002/IF/34040944245,IAY HOUSE,IAY Houses,30-06-2015,15660,0,0,0,0  ,15660,
32000046081,219 Estimate for construction of IAY name of the Beneficiary Mahinur Bibi at Anandabas.,3201009002/IF/34040804674,IAY HOUSE,IAY Houses,22-01-2015,15660,0,0,0,0  ,15660,
32000045923,205 Construction of IAY house of Jahela Bibi at Anandabas under MGNREGA under Bhaluka GP(Part-8),3201009002/IF/34040944239,IAY HOUSE,IAY Houses,30-06-2015,15660,0,0,0,0  ,15660,
32000046094,220 Estimate for construction of IAY name of the Beneficiary Hasina Bibi at Anandabas.,3201009002/IF/34040804690,IAY HOUSE,IAY Houses,22-01-2015,15486,0,0,0,0  ,15486,
32000046112,221 Estimate for construction of IAY name of the Beneficiary Nurjan Bewa at Anandabas.,3201009002/IF/34040804694,IAY HOUSE,IAY Houses,22-01-2015,5220,0,0,0,0  ,5220,
32000046102,14 Estimate road stde palantation from the L/O Shakti Ghosh to Lutharian Bundh atg Anandabas.,3201009002/DP/34041006531,platation,Plantation,02-07-2015,77604,0,1827,124400,0  ,203831,
32000046066,213 Estimate for construction of IAY name of beneficiary Hasina Bibi Baddi at Anandabas.,3201009002/IF/34040807386,IAY HOUSE,IAY Houses,22-01-2015,15660,0,0,0,0  ,15660,
32000046185,232 Estimate for construction of IAY name of the Beneficiary Samiran Bibi at Anandabas.,3201009002/IF/34040804734,IAY HOUSE,IAY Houses,22-01-2015,15660,0,0,0,0  ,15660,
32000045943,207  Estimate for construction of IAY name of beneficiary Kalam Sekh  at Anandabas. ,3201009002/IF/34040804623,IAY HOUSE,IAY Houses,22-01-2015,9396,0,0,0,0  ,9396,
32000046285,244 Estimate for construction of IAY beneficiary Rojina Khatun Bibi at Anandabas.,3201009002/IF/34040807406,IAY HOUSE,IAY Houses,22-01-2015,15660,0,0,0,0  ,15660,
32000046347,257 Estimate for construction of IAY name of Kalpana Ghosh at Jangalbas.,3201009002/IF/34040807457,IAY HOUSE,IAY Houses,22-01-2015,15660,0,0,0,0  ,15660,
32000046367,205 Estimate for plantation beside whole prameter of the Grave yeaed of Hatdanga.,3201009002/DP/34041020810,platation,Plantation,15-09-2015,84216,0,4698,45700,0  ,134614,
32000046122,222 Estimate for construction of IAY name of the Beneficiary Chhurman Biswas at Anandabas.,3201009002/IF/34040804717,IAY HOUSE,IAY Houses,22-01-2015,15660,0,0,0,0  ,15660,
32000046384,269 Estimate for construction of IAY name of the beneficiary Chhabirani Bag Under Bhaluka G.P.,3201009002/IF/34040812902,IAY HOUSE,IAY Houses,05-02-2015,10440,0,0,0,0  ,10440,
32000046413,282 Estimate for construction of IAY name of the beneficiary Kanchan Halsana Under Bhaluka G.P.,3201009002/IF/34040812917,IAY HOUSE,IAY Houses,05-02-2015,15660,0,0,0,0  ,15660,
32000046165,231 Estimate for construction of IAY name of the Beneficiary Asubar Sekh at Anandabas.,3201009002/IF/34040804722,IAY HOUSE,IAY Houses,22-01-2015,15660,0,0,0,0  ,15660,
32000046276,243 Estimate for construction of IAY name of the Beneficiary Kader ali Sekh at Anandabas.,3201009002/IF/34040804776,IAY HOUSE,IAY Houses,22-01-2015,13572,0,0,0,0  ,13572,
32000046436,292 Estimate for construction of IAY name of the beneficiary Tajila Bibi Under Bhaluka G.P.,3201009002/IF/34040812933,IAY HOUSE,IAY Houses,05-02-2015,12528,0,0,0,0  ,12528,
32000046443,294 Estimate for construction of IAY name of the beneficiary Janabali Sekh under Bhaluka G.P.,3201009002/IF/34040823246,IAY HOUSE,IAY Houses,05-02-2015,15660,0,0,0,0  ,15660,
32000045964,209 Estimate for construction of IAY name of the Beneficiary Fulchan Bibi at Anandabas.,3201009002/IF/34040804629,IAY HOUSE,IAY Houses,22-01-2015,15660,0,0,0,0  ,15660,
32000045929,206  Estimate for construction of IAY name of the beneficiary Ekina Bibi at Anandabas.,3201009002/IF/34040804619,IAY HOUSE,IAY Houses,22-01-2015,13572,0,0,0,0  ,13572,
32000046360,259 Estimate for construction of IAY name of the beneficiary Chhabirani Santra at Anandabas.,3201009002/IF/34040808804,IAY HOUSE,IAY Houses,05-02-2015,10440,0,0,0,0  ,10440,
32000046663,267 Convergence estimate of the construction of building for the beneficiary Buli Rani Bag at Satkulia.,3201009002/IF/34040970113,IAY HOUSE,IAY Houses,30-06-2015,10440,0,0,0,0  ,10440,
32000047318,228 Repairing of Jhama bats road from the Laldighi to Lutharian Bundh at Anandabas. ,3201009002/RC/320201060272334,road,Kharanja (Brick/Stone),06-10-2015,0,0,0,184511,0  ,184511,
32000047336,230 Repairing Jhama bats road From H/O Aoullad Sekh to SSK School at Bhaluka GP.,3201009002/RC/320201060272391,road,Kharanja (Brick/Stone),06-10-2015,0,0,0,154253,0  ,154253,
32000046967,212 earth work in road embankment from the L/O Abdulrab Mondal to L/O Mrityunjay Sadhukhan at Anand.,3201009002/RC/320201060266430,road,Earthern road,15-09-2015,131619,0,7308,6000,0  ,144927,
32000047348,240 Earth work in road embankment from pucca rasta to H/O Fakir Sekh at Anandabas,3201009002/RC/320201060272716,road,Earthern road,17-10-2015,45334,0,2610,0,0  ,47944,
32000047297,226 Construction of concrete road from H/O Shyamal Sarkar to Pucca rasta at Bhaluka .,3201009002/RC/320201060272312,road,Cement Concrete,06-10-2015,0,0,0,214795.1,0  ,214795.1,
32000047485,248 Earth work in road embankment from H/O Ajijul sekh to H/O Masdul sk at Hatdanga.,3201009002/RC/320201060277731,road,Earthern road,04-12-2015,83850,0,5220,0,0  ,89070,
32000047519,278 Construction of concrete road from H/O Faju Sekh to H/O Sahjan Sekh at Anandabas un Bhaluka .,3201009002/RC/320201060302664,road,Cement Concrete,18-01-2016,0,0,0,162942.4,0  ,162942.4,
32000047619,285 Construction concrete road from PMGSY road to SHC at Bhaluka.,3201009002/RC/320201060304525,road,Cement Concrete,18-01-2016,0,0,0,161949.03,0  ,161949.03,
32000047655,287 Construction concrete road from H/O Shibsankar Patra to H/O Mantu Biswas.,3201009002/RC/320201060304625,road,Cement Concrete,18-01-2016,0,0,0,313104.9,0  ,313104.9,
32000045888,202 Estimate for construction of IAY name of the beneficiary Sahena Bibi at Anandabas.,3201009002/IF/34040803022,IAY HOUSE,IAY Houses,22-01-2015,15660,0,0,0,0  ,15660,
32000047817,306 Earth work in road from the L/O of Naba Ghosh to Sufal Ghosh at Anandabas.,3201009002/RC/320201060310106,road,Earthern road,17-02-2016,0,0,0,0,0  ,0,
32000047860,31 Earth work in road embankment from the L/O Sukurali sekh to Panai Sk at Anandabas.,3201009002/RC/320201060260630,road,Earthern road,06-07-2015,231407,0,4698,0,0  ,236105,
32000047590,282 Construction of concrete road from H/O Madan Biswas to H/O Provat Singha at Bhaluka.,3201009002/RC/320201060302930,road,Cement Concrete,18-01-2016,0,0,0,162320.48,0  ,162320.48,
32000047943,62 Earth work in road embankment from the L/O Karsed Sekh to L/O Iyasin Sekh at Anandabas.,3201009002/RC/320201060263649,road,Earthern road,03-09-2015,129948,0,8091,0,0  ,138039,
32000049802,270 Renonation of water hyacinth and making organic / composed and including earthwork in Bhaluka Bi,3201009002/WH/203030391958,Bhaluka bill,Renovation,08-01-2016,148342,0,9135,0,0  ,157477,
32000047888,36  Earth work in road embankment from H/O Dhukhiran Ghosh to H/O Sonatan Ghosh at Jangalbas.,3201009002/RC/320201060260846,road,Earthern road,08-07-2015,63026,0,3132,0,0  ,66158,
32000047094,218 Earth work for flod damage at two plase on the road from L/O Sirajul Mallick to L/O Sabur Biswa.,3201009002/RC/320201060265578,platation,Earthern road,07-09-2015,40330,0,2349,3000,0  ,45679,
32000049837,275 Estimate of remove water hyacinth & making organic /composed fertilizer at Kanailal Beel Anandab,3201009002/WH/203030392908,Bhaluka bill,Renovation,08-01-2016,234374,0,14616,0,0  ,248990,
32000047735,292 construction of concrete road from h/o jaynal sekh to Masjid at Hatdanga.,3201009002/RC/320201060306370,road,Cement Concrete,18-01-2016,0,0,0,285409.9,0  ,285409.9,
32000046940,315 Construction of IAY house of  Kourbala Majhi  at Sijaipur under MGNREGA under Bhaluka GP(Part-14),3201009002/IF/34040975991,IAY HOUSE,IAY Houses,30-06-2015,9396,0,0,0,0  ,9396,
32000049987,256 Land development in home land of IBS in different areas in Anandabas.,3201009002/LD/321002040655105,IBS,Reclamation of Land,29-12-2015,81823,0,4959,0,0  ,86782,
32000049928,236 Land development in cultivation land of IBS in different areas at Anandabas under Bhaluka GP.,3201009002/LD/321002040640670,IBS,Reclamation of Land,17-10-2015,209208.996,0,9918,7200,0  ,226326.996,
32000047419,243 Earth work in road embankment from the L/O Mohar Sk L/O Hatem sk on Lutharian Bandh.,3201009002/RC/320201060286295,road,Earthern road,24-10-2015,237686,0,13572,0,0  ,251258,
32000050018,260 Land development in home land of IBS in different areas in Anandabas.,3201009002/LD/321002040655144,IBS,Development of Waste Land,29-12-2015,65779,0,0,0,0  ,65779,
32000046400,21 Model estimate for plantation cum environment cleaning in 7 no of ICDS & Sontospur helth Center.,3201009002/DP/34041006929,platation,Plantation,03-07-2015,170694,0,9918,0,0  ,180612,
32000050053,264 Land development in home land of IBS in different areas in Bhaluka .,3201009002/LD/321002040662274,IBS,Reclamation of Land,29-12-2015,91355,0,5481,0,0  ,96836,
32000050039,262 Land development in Land of IBS in different areas in cultivation under Bhaluka GP,3201009002/LD/321002040654941,IBS,Reclamation of Land,29-12-2015,150467,0,9396,0,0  ,159863,
32000050148,300 Land development in home land of IBS at anandabas (Sansad-1),3201009002/LD/321002040681133,IBS,Reclamation of Land,17-02-2016,87242,0,5220,0,0  ,92462,
32000050201,303 Land development in home land of IBS at Jangalbas.,3201009002/LD/321002040681226,IBS,Reclamation of Land,17-02-2016,67962,0,3132,0,0  ,71094,
32000050224,309 Land development in home land os IBS in deferent areas at Anandabas.,3201009002/LD/321002040685862,IBS,Development of Waste Land,17-02-2016,37468,0,2349,0,0  ,39817,
32000050003,258 Land development in cultivation land of IBS  different areas in Anandabas.,3201009002/LD/321002040652755,IBS,Reclamation of Land,29-12-2015,107094,0,6786,0,0  ,113880,
32000050281,41 Land development in cultivation of IBS in different areas at Anandabas ,3201009002/LD/321002040633509,IBS,Reclamation of Land,24-07-2015,187013,0,11484,3000,0  ,201497,
32000050388,30 Road side plantation from sijaipur chara Battala to suice Gate at Bhaluka GP.,3201009002/DP/34041033875,road,Plantation,06-07-2015,0,0,0,5000,0  ,5000,
32000049948,238 Land development in cultivation of land of IBS in defferent areas at Anandabas.,3201009002/LD/321002040638233,IBS,Reclamation of Land,17-10-2015,140375,0,6108,0,0  ,146483,
32000050241,310 Land development in home land of IBS at Anandabas.,3201009002/LD/321002040680896,IBS,Reclamation of Land,17-02-2016,125112,0,7569,0,0  ,132681,
32000050565,58 Model ettimate for cultivation in 10 kathas of land un Bhaluka GP.,3201009002/DP/34041019209,IBS,Plantation,03-09-2015,15660,0,783,2689.2,0  ,19132.2,
32000050637,51 Model estimate for cultivation Guava in 10 kathas of land un Bhaluka GP.,3201009002/DP/34041036615,IBS,Plantation,13-08-2015,0,0,0,626.64,0  ,626.64,
32000189662,306 Convergence estimate of the construction of building for the beneficiarySafali Majumdar at Bhaluka.,3201009002/IF/34040975324,Papiya Barman,IAY Houses,30-06-2015,15660,0,0,0,0  ,15660,
32000050107,267 Land development in land of IBS in different areas at Sontospur.,3201009002/LD/321002040652858,IBS,Reclamation of Land,29-12-2015,132185,0,7830,0,0  ,140015,
32000189777,299 Construction of IAY house of  Malina Bibi  at Anandabas under MGNREGA under Bhaluka GP(Part-15),3201009002/IF/34040976046,Papiya Barman,IAY Houses,30-06-2015,15660,0,0,0,0  ,15660,
32000190005,44 Convergence between NBA-MGNREGA abstract cost e,3201009002/RS/34040933827,Papiya Barman,Individual Household Latrines,23-07-2014,10140,0,0,31410,0  ,41550,
32000049977,25 Land Dev in Cultivation land of IBS in different areas at Anandabas.,3201009002/LD/321002040630794,IBS,Reclamation of Land,03-07-2015,137833,0,0,0,0  ,137833,
32000196833,2 Cleaning of water hyacinth of the Bagha Jula Beel at Anandabas,3201009002/WC/704010262749,Papiya Barman,Check Dam,12-04-2016,0,0,0,0,0  ,0,
32000049901,215 Land development in cultivation land of IBS in defferent areas at Bhaluka.,3201009002/LD/321002040637207,IBS,Reclamation of Land,07-09-2015,189303,0,9396,6000,0  ,204699,
32000196841,6 cleaning of water hyacinth of the kanailal beel at anandabas,3201009002/WC/704010273498,Papiya Barman,Earthen Bunding,01-04-2016,0,0,0,0,0  ,0,
32000987951,39 Convergence between NBA-MGNREGA abstract cost e,3201009002/RS/34040933659,Rural Sanitation,Individual Household Latrines,23-07-2014,15210,0,0,31410,0  ,46620,
32000548030,4 earth work in road embankment from h/o Plan Halder to Bhaluka beel At Bhaluka .,3201009002/RC/320201060195496,Earth work in road embankment from the H/O Palan Halder to Bhaluka Beel at Bhalua.,Earthern road,30-05-2014,88098,0,5577,0,0  ,93675,
32000989112,48 Convergence between NBA-MGNREGA at Anandabas.,3201009002/RS/34040943317,Rural Sanitation,Individual Household Latrines,23-07-2014,0,9060,0,22350,0  ,31410,
32000050125,27 Land dev cultivation land of IBS in different areas fakir ali Sk & others  at Anandabas .,3201009002/LD/321002040630884,IBS,Reclamation of Land,06-07-2015,135235,0,4437,0,0  ,139672,
32000989160,94 Convergence betwen MGNREGA at Hatdanga.,3201009002/RS/34040945278,Rural Sanitation,Individual Household Latrines,13-08-2014,0,9060,0,21125,0  ,30185,
32000989238,105 Convergence betwen NBA MGNREGA at Satkulia.,3201009002/RS/34040945304,Rural Sanitation,Individual Household Latrines,13-08-2014,0,9060,0,22350,0  ,31410,
32000989225,104 Convergence betwen NBA-MGNREGA at Satkulia.,3201009002/RS/34040945301,Rural Sanitation,Individual Household Latrines,13-08-2014,0,9060,0,22350,0  ,31410,
32001325072,Construction of IAY House -IAY REG. NO. WB-01-009-002-001/67,3201009002/IF/IAY/551721,Construction of IAY house,IAY Houses,15-07-2015,15660,0,0,0,0  ,15660,
32001333410,Construction of IAY House -IAY REG. NO. WB-01-009-002-002/636,3201009002/IF/IAY/551723,Construction of IAY housre,IAY Houses,15-07-2015,15660,0,0,0,0  ,15660,
32001334292,Construction of IAY House -IAY REG. NO. WB-01-009-002-002/711,3201009002/IF/IAY/551943,IAY HOUSE,IAY Houses,15-07-2015,15660,0,0,0,0  ,15660,
32000189988,41 Convergence between NBA_MGNREGA abstract cost e,3201009002/RS/34040933820,Papiya Barman,Individual Household Latrines,23-07-2014,13182,0,0,31410,0  ,44592,
32000050306,60 Land development in cultivation land of IBS in different areas at Anandabas. ,3201009002/LD/321002040634346,IBS,Development of Waste Land,03-09-2015,184745,0,10962,7200,0  ,202907,
32001336060,Construction of IAY House -IAY REG. NO. WB-01-009-002-002/586,3201009002/IF/IAY/753246,IAY HOUSE,IAY Houses,28-07-2015,15660,0,0,0,0  ,15660,
32001335875,Construction of IAY House -IAY REG. NO. WB-01-009-002-002/568,3201009002/IF/IAY/552304,IAY HOUSE,IAY Houses,15-07-2015,15660,0,0,0,0  ,15660,
32001792126,Estimate for water Hyacinth and making organic/composed fertilizer Kanailal Bill (Phase ii),3201009002/WH/203030320822,Renovation of water body,Renovation,10-12-2013,172428,0,4531,0,0  ,176959,
32001792044,Estimate for water Hyacinth and making organic composed fertilizer at Bhaluka Bill (phase I),3201009002/WH/203030319223,Renovation of water body,Renovation,22-10-2013,205360,0,12231,0,0  ,217591,
32001792093,Estimate for water Hyacinth and making organic composed fertilizer at Bhaluka Bill (phase iv),3201009002/WH/203030320083,Renovation of water body,Renovation,04-12-2013,217212,0,21971,0,0  ,239183,
32000050705,46 Model estimate for cultivation Mango in 10 kathas of land un Bhaluka GP.,3201009002/DP/34041036577,IBS,Plantation,13-08-2015,89784,0,5220,21513.6,0  ,116517.6,
32001792327,Estimate for clearing &removing in the Bhaluka Beel under NREGA.,3201009002/WH/8-21/09-10,Renovation of water body,Desilting,08-12-2009,82497,0,0,0,0  ,82497,
32001334064,Construction of IAY House -IAY REG. NO. WB-01-009-002-001/41,3201009002/IF/IAY/551793,IAY HOUSE,IAY Houses,15-07-2015,15660,0,0,0,0  ,15660,
32001333910,Construction of IAY House -IAY REG. NO. WB-01-009-002-002/970,3201009002/IF/IAY/551724,IAY HOUSE,IAY Houses,15-07-2015,15660,0,0,0,0  ,15660,
32000189969,40 Convergence between NBA-MGNREGA estimate of IHL,3201009002/RS/34040933625,Papiya Barman,Individual Household Latrines,23-07-2014,14196,0,0,31410,0  ,45606,
32000989134,92 Convergence between NBA-MGNREGA at Santospur.,3201009002/RS/34040944606,Rural Sanitation,Individual Household Latrines,13-08-2014,0,9060,0,22350,0  ,31410,
32001793996,Earth work on damage bandh near the land of sakti ghosh between Laldighi&jangalbas road. ,3201009002/RC/2-02/09-10,Rural Connectivity,Earthern road,15-06-2009,43500,0,0,0,0  ,43500,
32001794040,Const. of a WBM road from the H/O Ali Mandal to Masjid at Anandabas.,3201009002/RC/2-27/09-10,Rural Connectivity,Earthern road,11-03-2010,12500,0,300,60706,0  ,73506,
32001794079,EARTH WORK ON ROAD EMBANKMENT AT LUTHAARIAN BUNNDH FROM L/O GINNAT SEKH UNDER BHALUKA GP.,3201009002/RC/3-11/11-12,Rural Connectivity,Earthern road,15-02-2012,243979,3705,11700,0,0  ,259384,
32001794178,Earth work in road embankment from the land of Anechhadi Sekh to Bamboo Grove of Niku Sekh at Ananda,3201009002/RC/320201060132660,Rural Connectivity,Earthern road,08-05-2013,226423,0,16536,0,0  ,242959,
32001794488,Construction of Jhama Metal Road From H/O Sahid sk,3201009002/RC/320201060135873,Rural Connectivity,Metal First coat,05-07-2013,0,0,0,40697,0  ,40697,
32001793755,Earth Work in road embankment from the H/O Madhu Mistri to Bill at Bhaluka .,3201009002/RC/08-2/10-11,Rural Connectivity,Earthern road,16-04-2010,66052,0,1950,666,0  ,68668,
32001794511,Construction of Jhama Metal road from the h/o Asana Bewa to the h/o Akbar Sk.,3201009002/RC/320201060135887,Rural Connectivity,Metal First coat,05-07-2013,5436,0,227,67836,0  ,73499,
32001793827,Earth work in road house of Akher Sekh to the land of hiyat mondal at Anandabas Charermath. ,3201009002/RC/1/3/08/09,Rural Connectivity,Earthern road,12-01-2009,36574,0,0,0,0  ,36574,
32001792317,Earth work in exavation of pond of Madhusudan Sarkar,3201009002/WH/8-06/08-09,Renovation of water body,Excavation,24-02-2009,206037.08,0,0,0,0  ,206037.08,
32001793940,Earth work road from the H/O Parikhit to Petrol Pump of Madhu Sarkar at Jhautala .,3201009002/RC/10-1/11-12,Rural Connectivity,Earthern road,07-06-2011,66079,0,1950,0,0  ,68029,
32001792190,134 Remove of water hyacinth and making organic/composed fertilizer at Bhaluka Beel.,3201009002/WH/203030332130,Renovation of water body,Renovation,06-02-2014,176450,0,0,0,0  ,176450,
32001795169,10 Earth work in road embankment from L/O Ambat Sekh to L/O Patai Sekh at Anandabas .,3201009002/RC/320201060196104,Rural Connectivity,Earthern road,06-06-2014,139838,0,8874,0,0  ,148712,
32001795203,5 Earth work in road embankment from L/O Jinar Sekh to Lutharian Bandh at Anandabas.,3201009002/RC/320201060198355,Rural Connectivity,Earthern road,06-06-2014,302607,0,20789,0,0  ,323396,
32001792298,Estimata for clearing & removing of water hyacinth in the Bhaluka Beel under NREHA.,3201009002/WH/7-20/09-10,Renovation of water body,Desilting,08-12-2009,82576,0,0,0,0  ,82576,
32001795352,27 Earthwork in road from S/O Uday Santra to Sluic,3201009002/RC/320201060201174,Rural Connectivity,Mitti Murram Road,10-07-2014,226903,0,0,27958,0  ,254861,
32001795412,199 Construction of Jhama Bats road from H/O Nishu Duttya to jJugal Poder at Jhoutala.,3201009002/RC/320201060248262,Rural Connectivity,Cement concrete,24-12-2014,12168,0,0,110341.9,0  ,122509.9,
32001795425,319 Construction of concrite road from h/o Kaichur Sekh to h/o Kasem Sekh at Bhaluka.,3201009002/RC/320201060249576,Rural Connectivity,Cement concrete,13-03-2015,0,0,21294,277212.3,0  ,298506.3,
32001794497,Construction of Jhama Metal From H/O Namajali Sk to H/o aijel SK at Anandabas .,3201009002/RC/320201060135878,Rural Connectivity,Metal First coat,05-07-2013,17214,0,907,107740,0  ,125861,
32001795396,196 Construction of concrete road from H/O Chittya majumder to H/O Krishna Roy at Jhoutala un NREGA.,3201009002/RC/320201060248205,Rural Connectivity,Cement concrete,24-12-2014,8112,0,9971,147215.28,0  ,165298.28,
32001794961,76 Earth work in road embankment from h/o Pabir sarkar to Nabakumar sarkar at Sonrospur.,3201009002/RC/320201060152892,Rural Connectivity,Earthern road,10-12-2013,140919,0,4530,0,0  ,145449,
32001795478,Const. of Jhama Bats road from H/O Hari Dhara to Pacca Rasta (PMGSY) at Bhaluka .,3201009002/RC/8-18/10-11,Rural Connectivity,Earthern road,16-12-2010,7800,0,195,85277.6,0  ,93272.6,
32001795440,Earth work in road embankment from Banagram kaspara to Santospur .,3201009002/RC/5-04/09-10,Rural Connectivity,Earthern road,15-06-2009,108537,0,0,0,0  ,108537,
32001997806,140 Model estimate for plantation cum environment clearing in Anandabas ssk.,3201009002/DP/34040951178,Plantation,Forest Protection,03-03-2014,14196,0,0,740,0  ,14936,
32001997818,142 Model estimate for plantation cum envirronment cleanining in Bhaluka High School.,3201009002/DP/34040951329,Plantation,Plantation,03-03-2014,16224,0,659,0,0  ,16883,
32002002950,87 Model estimate for plantation cum environment clerning in Bhaluka Board pry School.,3201009002/DP/34040951560,School Plantation,Plantation,12-12-2013,16234,0,659,0,0  ,16893,
32002002957,137 Model estimate for plantation cum environment cleaning i Anandabas Sastitala ICDS.,3201009002/DP/34040951569,School Plantation,Plantation,19-02-2014,110526,0,5333.5,0,0  ,115859.5,
32001795407,198 Construction of concrete road from H/O Jagadish Sarkar to Board Primary School at Bhaluka.,3201009002/RC/320201060248251,Rural Connectivity,Cement concrete,24-12-2014,8112,0,0,147766.68,0  ,155878.68,
32002003026,36 Estimate for roadside Plantation from L/O Meghn,3201009002/DP/34040962933,Plantation,Plantation,22-07-2014,0,0,0,25125,0  ,25125,
32002003056,115 Plantation beside whole parameter of the grave,3201009002/DP/34040964906,Plantation,Plantation,18-08-2014,77909,0,4817,36850,0  ,119576,
32002003058,117 Estimate for roadside Plantation from L/O Asut,3201009002/DP/34040965143,Plantation,Plantation,18-08-2014,34307,0,2440,50250,0  ,86997,
32001795422,318 Construction of concrite road from h/o Kanu Mondal to h/o Santi Biswas at Bhaluka.,3201009002/RC/320201060249571,Rural Connectivity,Cement concrete,13-03-2015,8112,0,0,135294.88,0  ,143406.88,
32002003068,122 Estimate for roadsi (one side) plantation of pagla Bandh at Bhaluka.,3201009002/DP/34040967871,Plantation,Plantation,02-09-2014,5070,0,0,0,0  ,5070,
32002003123,148 Model estimate for cultivation of Mango in the Land of individual benificiary under Bhaluka,3201009002/DP/34040991845,Plantation,Plantation,17-10-2014,0,0,0,13262.4,0  ,13262.4,
32001794897,Earth work in road embankment from the Pacca Rasta to h/o Sukumar Sill at Bhaluka.,3201009002/RC/320201060145510,Rural Connectivity,Earthern road,11-11-2013,132990,0,8381,0,0  ,141371,
32001997507,21 ESTMATE FOR CULTIVATION OF TISSUE CULTURE BANANA IN 5 COTTAH LAND BENEFICIARY UNDER BHALUKA GP.,3201009002/DP/34040923297,Banana Plantation,Plantation,16-08-2013,21291,0,1813,56800,0  ,79904,
32002003186,Land development for individual beneficiary in defferent areas under Bhaluka Anandabas.(Part ii),3201009002/LD/321002040528141,Land development,Land Leveling,29-11-2013,127639,0,7476,0,0  ,135115,
32002003189,Land development for individual beneficiary in different areas under MGNREGA Nakul Das.,3201009002/LD/321002040529656,Land development,Land Leveling,10-12-2013,100652,0,6343,0,0  ,106995,
32002003160,Land dev. for individual beneficiary ajad sekh & others in different areas under Bhaluka GP.,3201009002/LD/321002040520786,Land development for Ajad sk,Earthen Bunding,20-08-2013,94086,0,4532,0,0  ,98618,
32002002959,138 Model estimate for plantation cum envirinment cleaning in Anandabas chatimtala ICDS.,3201009002/DP/34040951570,School Plantation,Plantation,19-02-2014,102076,0,5100,1036,0  ,108212,
32001794777,Earth work in road from the Sijaypur chara Battala to L/O Dhiren Roy .,3201009002/RC/320201060140121,Rural Connectivity,Earthern road,03-10-2013,72011,0,4757,0,0  ,76768,
