assetid,schemename,schemecode,assetname,classofasset,sanctiondate,wage,semiskilled,skilled,material,contingency,total,mandays
32003910996,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1496015,3201009002/IF/IAY/2152775,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003911030,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1509528,3201009002/IF/IAY/2163157,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910993,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1337249,3201009002/IF/IAY/2151340,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32004204039,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1475584,3201009002/IF/IAY/2145640,PMAY HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,16999,0,0,0,0  ,16999,
32003910995,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3313822,3201009002/IF/IAY/2151646,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910992,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3807578,3201009002/IF/IAY/2151305,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910989,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3314749,3201009002/IF/IAY/2150730,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003911003,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3248936,3201009002/IF/IAY/2154826,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910987,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1482923,3201009002/IF/IAY/2149133,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910988,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3829472,3201009002/IF/IAY/2149829,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910991,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3798542,3201009002/IF/IAY/2151198,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910986,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3309887,3201009002/IF/IAY/2148618,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910985,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2827479,3201009002/IF/IAY/2147729,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,21-02-2018,17190,0,0,0,0  ,17190,
32003910981,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2824267,3201009002/IF/IAY/2147044,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910980,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3248998,3201009002/IF/IAY/2147001,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910979,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1511509,3201009002/IF/IAY/2146786,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910982,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1488931,3201009002/IF/IAY/2147485,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910977,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3323064,3201009002/IF/IAY/2146342,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910984,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3830395,3201009002/IF/IAY/2147671,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910975,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2593766,3201009002/IF/IAY/2145778,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910974,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2162404,3201009002/IF/IAY/2145069,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910973,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3827322,3201009002/IF/IAY/2144954,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910976,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3318244,3201009002/IF/IAY/2145972,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910971,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1949705,3201009002/IF/IAY/2144563,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910970,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2734496,3201009002/IF/IAY/2144532,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,21-02-2018,17190,0,0,0,0  ,17190,
32003910967,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3249019,3201009002/IF/IAY/2144369,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910966,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3318055,3201009002/IF/IAY/2143724,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910965,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3308633,3201009002/IF/IAY/2143608,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910972,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2694342,3201009002/IF/IAY/2144949,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910963,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3613314,3201009002/IF/IAY/2143488,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910964,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1553747,3201009002/IF/IAY/2143491,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,21-02-2018,17190,0,0,0,0  ,17190,
32003910068,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3272673,3201009002/IF/IAY/2144688,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910978,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1538118,3201009002/IF/IAY/2146546,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,21-02-2018,17190,0,0,0,0  ,17190,
32003910064,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2868516,3201009002/IF/IAY/2142806,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910990,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1470965,3201009002/IF/IAY/2151186,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910062,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3861742,3201009002/IF/IAY/2142475,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910994,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1509066,3201009002/IF/IAY/2151520,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910060,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3292382,3201009002/IF/IAY/2142378,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003911001,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3311055,3201009002/IF/IAY/2153928,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910057,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3248432,3201009002/IF/IAY/2140028,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910061,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1528469,3201009002/IF/IAY/2142398,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,21-02-2018,17190,0,0,0,0  ,17190,
32003910055,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3796866,3201009002/IF/IAY/2139876,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910058,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3258018,3201009002/IF/IAY/2140054,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910053,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2107836,3201009002/IF/IAY/2139707,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910051,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3294727,3201009002/IF/IAY/2138434,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910050,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1509059,3201009002/IF/IAY/2138246,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910054,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1487968,3201009002/IF/IAY/2139851,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910046,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2711237,3201009002/IF/IAY/2137214,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910045,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1497669,3201009002/IF/IAY/2137713,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910044,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2711850,3201009002/IF/IAY/2137620,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910043,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1483226,3201009002/IF/IAY/2136876,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910048,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3264714,3201009002/IF/IAY/2138028,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910041,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3315901,3201009002/IF/IAY/2136590,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910056,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2358238,3201009002/IF/IAY/2139990,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910042,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3248345,3201009002/IF/IAY/2136670,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910038,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1451303,3201009002/IF/IAY/2136101,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910040,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1475825,3201009002/IF/IAY/2136412,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910037,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1542225,3201009002/IF/IAY/2135294,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,21-02-2018,17190,0,0,0,0  ,17190,
32003910036,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3305742,3201009002/IF/IAY/2135210,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910035,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1515490,3201009002/IF/IAY/2134865,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910039,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3577321,3201009002/IF/IAY/2136189,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910998,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3626967,3201009002/IF/IAY/2153542,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910034,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3315715,3201009002/IF/IAY/2134732,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910063,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2667956,3201009002/IF/IAY/2142624,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910031,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1483693,3201009002/IF/IAY/2133997,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910961,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3293256,3201009002/IF/IAY/2143391,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910029,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3321569,3201009002/IF/IAY/2133675,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910066,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3320690,3201009002/IF/IAY/2143332,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910024,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3769742,3201009002/IF/IAY/2132747,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003911000,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2134787,3201009002/IF/IAY/2153872,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003910021,Construction of Gitanjali house of the beneficiary Rakhale Sekh at Bhaluka.,3201009002/IF/22012034578604,HOUSE (STATE SCHEME),Houses (State Scheme),29-11-2017,16200,0,0,0,0  ,16200,
32003910022,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5104074,3201009002/IF/IAY/2122959,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003910020,Land development on the land of Sijaipur Primary school at sijaipur.,3201009002/LD/321002040763182,LAND DEVELOPMENT,Land Leveling,04-05-2017,33435,0,2160,2000,0  ,37595,
32003910017,Excavation of farm pond of prahallad Santra at satkuliya.,3201009002/WC/704010330487,WATER CONSERVATION,Farm Pond,28-04-2017,70556,0,6210,2000,0  ,78766,
32003910018,Excavation of farm pond of Rabindranath Mistri at Bhaluka .,3201009002/WC/704010332690,WATER CONSERVATION,Farm Pond,22-05-2017,145831,0,10596,2000,0  ,158427,
32003910032,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2130769,3201009002/IF/IAY/2134258,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003908820,Re excavation of pond of Bhaluka Matsha samabay samity at Bhaluka under Bhaluka G.P under Kgr-1,3201009002/WC/704010325628,Water Conservation,Farm Pond,17-04-2017,152132,0,11880,2000,0  ,166012,
32003908817,Exacavation of from pond of Masadul sk at Hatdanga.,3201009002/WC/704010332061,WATER CONSERVATION,Farm Pond,15-05-2017,130350,0,8370,2000,0  ,140720,
32003910016,Excavation of farm pond of Sumanta das at Anandabas.,3201009002/WC/704010330483,WATER CONSERVATION,Farm Pond,26-04-2017,66330,0,4320,2000,0  ,72650,
32003908816,Excavation of farm pond of Sanjay Ghosh at Jangalbas.,3201009002/WC/704010334659,WATER CONSERVATION,Farm Pond,29-05-2017,69450,0,4050,2000,0  ,75500,
32003908805,Construction of compost pit on the land of the beneficiary Gangaram Ghosh at Jangolbas.,3201009002/RS/34041064848,RURAL SANITATION,Compost Pit,17-10-2017,912,0,0,0,0  ,912,
32003908802,Composed pit at Bhaluka High School.,3201009002/RS/34041048100,RURAL SANITATION,Compost Pit,04-05-2017,4224,0,0,200,0  ,4424,
32003910015,Excavation of farm pond of Sushil Das at Anandabas.,3201009002/WC/704010330478,WATER CONSERVATION,Farm Pond,26-04-2017,139449,0,9180,2000,0  ,150629,
32003908796,Construction of IAY House -IAY REG. NO. WB1164717,3201009002/IF/IAY/982949,PMAY HOUSE,IAY Houses,09-02-2017,15840,0,0,0,0  ,15840,
32003910025,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2709067,3201009002/IF/IAY/2133049,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003908793,Construction of IAY House -IAY REG. NO. WB1664580,3201009002/IF/IAY/983263,PMAY HOUSE,IAY Houses,08-02-2017,15840,0,0,0,0  ,15840,
32003908775,Construction of IAY House -IAY REG. NO. WB2278940,3201009002/IF/IAY/1338581,PMAY HOUSE,IAY Houses,31-03-2017,15840,0,0,0,0  ,15840,
32003908770,Construction of IAY House -IAY REG. NO. WB1233681,3201009002/IF/IAY/1371146,PMAY HOUSE,IAY Houses,17-02-2017,15840,0,0,0,0  ,15840,
32003908771,Construction of IAY House -IAY REG. NO. WB2254702,3201009002/IF/IAY/1348969,PMAY HOUSE,IAY Houses,29-03-2017,15840,0,0,0,0  ,15840,
32003908754,Construction of IAY House -IAY REG. NO. WB1396811,3201009002/IF/IAY/1421714,PMAY HOUSE,IAY Houses,13-08-2017,16020,0,0,0,0  ,16020,
32003908773,Construction of IAY House -IAY REG. NO. WB1372607,3201009002/IF/IAY/1345038,PMAY HOUSE,IAY Houses,29-03-2017,15840,0,0,0,0  ,15840,
32003908744,Construction of IAY House -IAY REG. NO. WB2280204,3201009002/IF/IAY/1325676,PMAY HOUSE,IAY Houses,09-04-2017,15840,0,0,0,0  ,15840,
32003908742,Construction of IAY House -IAY REG. NO. WB1187436,3201009002/IF/IAY/1320922,PMAY HOUSE,IAY Houses,29-03-2017,16896,0,0,0,0  ,16896,
32003908745,Construction of IAY House -IAY REG. NO. WB2285715,3201009002/IF/IAY/1325702,PMAY HOUSE,IAY Houses,04-04-2017,15840,0,0,0,0  ,15840,
32003908726,Construction of IAY House -IAY REG. NO. WB2657445,3201009002/IF/IAY/1316675,PMAY HOUSE,IAY Houses,04-04-2017,15840,0,0,0,0  ,15840,
32003908716,Construction of IAY House -IAY REG. NO. WB2320917,3201009002/IF/IAY/1315866,PMAY HOUSE,IAY Houses,31-03-2017,16720,0,0,0,0  ,16720,
32003908720,Construction of IAY House -IAY REG. NO. WB2590700,3201009002/IF/IAY/1316572,PMAY HOUSE,IAY Houses,04-04-2017,15840,0,0,0,0  ,15840,
32003908746,Construction of IAY House -IAY REG. NO. WB2289506,3201009002/IF/IAY/1325709,PMAY HOUSE,IAY Houses,31-03-2017,15840,0,0,0,0  ,15840,
32003908711,Construction of IAY House -IAY REG. NO. WB2281543,3201009002/IF/IAY/1315645,PMAY HOUSE,IAY Houses,29-03-2017,15840,0,0,0,0  ,15840,
32003908707,Construction of IAY House -IAY REG. NO. WB2279094,3201009002/IF/IAY/1315629,PMAY HOUSE,IAY Houses,31-03-2017,15840,0,0,0,0  ,15840,
32003908706,Construction of IAY House -IAY REG. NO. WB2278753,3201009002/IF/IAY/1315626,PMAY HOUSE,IAY Houses,04-04-2017,15840,0,0,0,0  ,15840,
32003908701,Construction of IAY House -IAY REG. NO. WB2254810,3201009002/IF/IAY/1315485,PMAY HOUSE,IAY Houses,29-03-2017,15840,0,0,0,0  ,15840,
32003910033,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2746922,3201009002/IF/IAY/2134535,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003908697,Construction of IAY House -IAY REG. NO. WB2237790,3201009002/IF/IAY/1315383,PMAY HOUSE,IAY Houses,29-03-2017,15840,0,0,0,0  ,15840,
32003910030,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1468423,3201009002/IF/IAY/2134071,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,12-02-2018,17190,0,0,0,0  ,17190,
32003908694,Construction of IAY House -IAY REG. NO. WB1379592,3201009002/IF/IAY/1311553,PMAY HOUSE,IAY Houses,04-04-2017,15840,0,0,0,0  ,15840,
32003908798,Construction of IAY House -IAY REG. NO. WB1425277,3201009002/IF/IAY/1422227,PMAY HOUSE,IAY Houses,13-08-2017,16200,0,0,0,0  ,16200,
32003908714,Construction of IAY House -IAY REG. NO. WB2307893,3201009002/IF/IAY/1315797,PMAY HOUSE,IAY Houses,31-03-2017,14960,0,0,0,0  ,14960,
32003910023,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3686409,3201009002/IF/IAY/2132382,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003908683,Excavation of farm pond of Seher ali Mallick at Anandabas.,3201009002/IF/22012034454635,FARM POND,Farm Pond,26-04-2017,155610,0,9720,2000,0  ,167330,
32003910027,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1475457,3201009002/IF/IAY/2133404,PMAY-G HOUSE,Constr of PMAY-G House for Individuals,24-01-2018,17190,0,0,0,0  ,17190,
32003908690,Construction of IAY House -IAY REG. NO. WB1350006,3201009002/IF/IAY/1056297,PMAY HOUSE,IAY Houses,15-02-2017,15840,0,0,0,0  ,15840,
32003908677,Excavation of farm pond of Raju Mondal at Anandabas.,3201009002/IF/22012034444123,FARM POND,Farm Pond,17-04-2017,144995,0,9450,2000,0  ,156445,
32003908670,Plantation of vetiver on the bank side of Ganga river from the Land of Debesh Nag to the Land Bhakta,3201009002/FP/320201060426372,FLOOD PROTECTION,Strengthening of Embankment,14-12-2017,194040,0,9990,2000,0  ,206030,
32003908673,Earth work for flood protection on bundh from L/O Shristi Ghosh to L/O Sadhan Ghosh at Anandabas.,3201009002/FP/320201060428451,FLOOD PROTECTION,Strengthening of Embankment,18-01-2018,247405,0,16740,2000,0  ,266145,
32003908665,Earth work in earthen bundh for flood protection on bundh from H/O Basanti bairaghya to Dulal Nag.,3201009002/FP/320201060425767,FLOOD PROTECTION,Strengthening of Embankment,06-12-2017,105340,0,7020,2000,0  ,114360,
32003908647,Estimate for Nursery work for preparation of forestry seeding at the land of Maa Ganga SHG.,3201009002/DP/22012034412002,DROUGHT PROOFING,Nursery Raising,30-05-2017,29729,0,1620,14349.8,0  ,45698.8,
32003908657,Plantation of vetiver on the both side of the bundh from the L/O Mantu Ghosh to Barowari tala at Ha.,3201009002/FP/320201060422643,FLOOD PROTECTION,Strengthening of Embankment,14-07-2017,181620,0,7020,2000,0  ,190640,
32003908562,earth work in road embankment from Battala to Suice gate at Anandabas (sansad 1),3201009002/RC/320201060353427,RURAL CONNECTIVITY,Earthern road,15-12-2016,208241,0,12200,0,0  ,220441,
32003908528,Construction of IAY House -IAY REG. NO. WB2242278,3201009002/IF/IAY/983777,IAY HOUSE,IAY Houses,09-02-2017,15840,0,0,0,0  ,15840,
32003908661,Earth work in earthen bundh for flood protection on bundh from L/O Bangshi Ghosh to L/O Utpal Ghosh.,3201009002/FP/320201060424792,FLOOD PROTECTION,Strengthening of Embankment,30-11-2017,139489,0,6750,2000,0  ,148239,
32003908511,Construction of IAY House -IAY REG. NO. WB2317174,3201009002/IF/IAY/1623570,PMAY HOUSE,IAY Houses,13-08-2017,16020,0,0,0,0  ,16020,
32003908700,Construction of IAY House -IAY REG. NO. WB2254673,3201009002/IF/IAY/1315481,PMAY HOUSE,IAY Houses,29-03-2017,15840,0,0,0,0  ,15840,
32003908521,Construction of IAY House -IAY REG. NO. WB1222032,3201009002/IF/IAY/977399,IAY HOUSE,IAY Houses,02-02-2017,15840,0,0,0,0  ,15840,
32003908498,Construction of IAY House -IAY REG. NO. WB2281601,3201009002/IF/IAY/1623257,PMAY HOUSE,IAY Houses,07-08-2017,16020,0,0,0,0  ,16020,
32003908525,Construction of IAY House -IAY REG. NO. WB1195767,3201009002/IF/IAY/977370,IAY HOUSE,IAY Houses,02-02-2017,13728,0,0,0,0  ,13728,
32003908501,Construction of IAY House -IAY REG. NO. WB2283348,3201009002/IF/IAY/1623270,PMAY HOUSE,IAY Houses,13-08-2017,16020,0,0,0,0  ,16020,
32003908485,Construction of IAY House -IAY REG. NO. WB1468943,3201009002/IF/IAY/1614904,PMAY HOUSE,IAY Houses,13-08-2017,16020,0,0,0,0  ,16020,
32003908497,Construction of IAY House -IAY REG. NO. WB2280180,3201009002/IF/IAY/1623238,PMAY HOUSE,IAY Houses,07-08-2017,16020,0,0,0,0  ,16020,
32003908469,Construction of IAY House -IAY REG. NO. WB2349711,3201009002/IF/IAY/1590656,PMAY HOUSE,IAY Houses,13-08-2017,16020,0,0,0,0  ,16020,
32003908686,Construction of farm pond on the land of Sipai Sk at Hatdanga.,3201009002/IF/22012034578277,FARM POND,Farm Pond,29-11-2017,109632,0,7830,2000,0  ,119462,
32003908464,Construction of IAY House -IAY REG. NO. WB2331817,3201009002/IF/IAY/1590357,PMAY HOUSE,IAY Houses,13-08-2017,16020,0,0,0,0  ,16020,
32003908696,Construction of IAY House -IAY REG. NO. WB1460961,3201009002/IF/IAY/1311883,PMAY HOUSE,IAY Houses,29-03-2017,15840,0,0,0,0  ,15840,
32003908495,Construction of IAY House -IAY REG. NO. WB1745964,3201009002/IF/IAY/1617703,PMAY HOUSE,IAY Houses,13-08-2017,16020,0,0,0,0  ,16020,
32003908456,Construction of IAY House -IAY REG. NO. WB1463639,3201009002/IF/IAY/1575620,PMAY HOUSE,IAY Houses,13-08-2017,16020,0,0,0,0  ,16020,
32003908479,Construction of IAY House -IAY REG. NO. WB1427168,3201009002/IF/IAY/1614511,PMAY HOUSE,IAY Houses,13-08-2017,16020,0,0,0,0  ,16020,
32003908459,Construction of IAY House -IAY REG. NO. WB2281717,3201009002/IF/IAY/1589564,PMAY HOUSE,IAY Houses,13-08-2017,16020,0,0,0,0  ,16020,
32003908453,Construction of IAY House -IAY REG. NO. WB2555912,3201009002/IF/IAY/1553809,PMAY HOUSE,IAY Houses,25-08-2017,16020,0,0,0,0  ,16020,
