scheme_code,completion_date,scheme_name,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
3214003009/IF/IAY/1636865,23-09-2019,Construction of IAY House -IAY REG. NO. WB5464026 ,17100,0,13253,0,21-07-2017,13253,0,0,0,0  ,13253,
3214003009/IF/IAY/1636057,23-09-2019,Construction of IAY House -IAY REG. NO. WB5410266 ,17100,0,13767,0,21-07-2017,13767,0,0,0,0  ,13767,
3214003009/IF/IAY/1288793,01-10-2018,Construction of IAY House -IAY REG. NO. WB4875404 ,17100,0,17640,0,24-02-2017,17640,0,0,0,0  ,17640,
3214003009/IF/IAY/1632370,23-09-2019,Construction of IAY House -IAY REG. NO. WB4152229 ,17100,0,10531,0,21-07-2017,10531,0,0,0,0  ,10531,
3214003009/IF/IAY/1632367,26-08-2019,Construction of IAY House -IAY REG. NO. WB4150828 ,17100,0,14186,0,21-07-2017,14186,0,0,0,0  ,14186,
3214003009/IF/IAY/1635485,13-09-2019,Construction of IAY House -IAY REG. NO. WB5377735 ,17100,0,12224,0,21-07-2017,12224,0,0,0,0  ,12224,
3214003009/IF/IAY/4193095,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4191609 ,19380,0,19380,0,05-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/1637299,03-07-2019,Construction of IAY House -IAY REG. NO. WB5500073 ,17100,0,16808,0,07-08-2017,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/4193093,11-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4443862 ,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193083,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4384542 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193052,31-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2907607 ,19380,0,19659,0,07-07-2020,19659,0,0,0,0  ,19659,
3214003009/IF/IAY/4193048,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3093499 ,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/1281518,01-10-2018,Construction of IAY House -IAY REG. NO. WB4488270 ,17100,0,15579,0,24-02-2017,15579,0,0,0,0  ,15579,
3214003009/IF/IAY/4193043,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4522858 ,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/1282028,01-10-2018,Construction of IAY House -IAY REG. NO. WB4521490 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/4193038,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4190689 ,19380,0,19380,0,05-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193040,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4361344 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193100,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5555648 ,19380,0,19380,0,27-05-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193047,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5524097 ,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193031,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4114932 ,19380,0,19380,0,05-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193034,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2775333 ,19380,0,19803,0,07-07-2020,19803,0,0,0,0  ,19803,
3214003009/IF/IAY/2655731,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4340680 ,19380,0,18236,0,24-09-2019,18236,0,0,0,0  ,18236,
3214003009/IF/IAY/2655730,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4538075 ,19380,0,18236,0,24-09-2019,18236,0,0,0,0  ,18236,
3214003009/IF/IAY/4193033,05-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4258502 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193108,05-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4779796 ,19380,0,19659,0,14-05-2020,19659,0,0,0,0  ,19659,
3214003009/IF/IAY/2655724,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5682709 ,19380,0,19016,0,24-09-2019,19016,0,0,0,0  ,19016,
3214003009/IF/IAY/4193089,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3316824 ,19380,0,19380,0,05-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/1295416,01-10-2018,Construction of IAY House -IAY REG. NO. WB5232097 ,17100,0,17100,0,28-03-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/2655704,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5644024 ,19380,0,18652,0,24-09-2019,18652,0,0,0,0  ,18652,
3214003009/IF/IAY/2655720,28-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1105345 ,19380,0,18847,0,24-09-2019,18847,0,0,0,0  ,18847,
3214003009/IF/IAY/2655722,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3144617 ,19380,0,18964,0,24-09-2019,18964,0,0,0,0  ,18964,
3214003009/IF/IAY/2655716,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2907382 ,19380,0,18600,0,24-09-2019,18600,0,0,0,0  ,18600,
3214003009/IF/IAY/1637988,03-07-2019,Construction of IAY House -IAY REG. NO. WB5552467 ,17100,0,16808,0,07-08-2017,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/1276918,01-10-2018,Construction of IAY House -IAY REG. NO. WB4214153 ,17100,0,17100,0,28-03-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/2655702,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5499529 ,18145,0,18145,0,24-09-2019,18145,0,0,0,0  ,18145,
3214003009/IF/IAY/1276660,01-10-2018,Construction of IAY House -IAY REG. NO. WB4191780 ,17100,0,17100,0,28-03-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/2655710,22-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3510256 ,19380,0,18600,0,24-09-2019,18600,0,0,0,0  ,18600,
3214003009/IF/IAY/1275177,01-10-2018,Construction of IAY House -IAY REG. NO. WB4097446 ,17100,0,16920,0,24-02-2017,16920,0,0,0,0  ,16920,
3214003009/IF/IAY/2655696,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5475986 ,19380,0,19016,0,24-09-2019,19016,0,0,0,0  ,19016,
3214003009/IF/IAY/1274766,16-01-2019,Construction of IAY House -IAY REG. NO. WB4070572 ,17100,0,15656,0,28-03-2017,15656,0,0,0,0  ,15656,
3214003009/IF/IAY/1276641,16-01-2019,Construction of IAY House -IAY REG. NO. WB4190017 ,17100,0,15120,0,24-02-2017,15120,0,0,0,0  ,15120,
3214003009/IF/IAY/1274642,16-01-2019,Construction of IAY House -IAY REG. NO. WB4064229 ,17100,0,15120,0,28-03-2017,15120,0,0,0,0  ,15120,
3214003009/IF/IAY/1276280,01-10-2018,Construction of IAY House -IAY REG. NO. WB4155228 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1274767,01-10-2018,Construction of IAY House -IAY REG. NO. WB4070585 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1274611,01-10-2018,Construction of IAY House -IAY REG. NO. WB4063317 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/2655699,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4097910 ,19380,0,18236,0,24-09-2019,18236,0,0,0,0  ,18236,
3214003009/IF/IAY/1619533,26-08-2019,Construction of IAY House -IAY REG. NO. WB1930810 ,17100,0,14160,0,27-07-2017,14160,0,0,0,0  ,14160,
3214003009/IF/IAY/1629891,26-08-2019,Construction of IAY House -IAY REG. NO. WB3409493 ,17100,0,14160,0,27-07-2017,14160,0,0,0,0  ,14160,
3214003009/IF/IAY/1609513,13-09-2019,Construction of IAY House -IAY REG. NO. WB5182962 ,17100,0,12224,0,07-08-2017,12224,0,0,0,0  ,12224,
3214003009/IF/IAY/1605806,23-09-2019,Construction of IAY House -IAY REG. NO. WB4455687 ,17100,0,13179,0,07-08-2017,13179,0,0,0,0  ,13179,
3214003009/IF/IAY/1605167,23-09-2019,Construction of IAY House -IAY REG. NO. WB4226793 ,17100,0,15310,0,07-08-2017,15310,0,0,0,0  ,15310,
3214003009/IF/IAY/1605982,23-09-2019,Construction of IAY House -IAY REG. NO. WB4520697 ,17100,0,9995,0,21-07-2017,9995,0,0,0,0  ,9995,
3214003009/IF/IAY/1604247,03-07-2019,Construction of IAY House -IAY REG. NO. WB3960766 ,17100,0,17572,0,27-07-2017,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/2655697,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2885158 ,19380,0,18236,0,24-09-2019,18236,0,0,0,0  ,18236,
3214003009/IF/IAY/1604612,23-09-2019,Construction of IAY House -IAY REG. NO. WB4070619 ,17100,0,6112,0,21-07-2017,6112,0,0,0,0  ,6112,
3214003009/IF/IAY/4193030,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3645300 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193024,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4343429 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193029,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3979820 ,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193014,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5455146 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193005,11-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1854454 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4193020,11-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1352872 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/1274013,01-10-2018,Construction of IAY House -IAY REG. NO. WB4027136 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/4192994,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4502340 ,19380,0,19803,0,07-07-2020,19803,0,0,0,0  ,19803,
3214003009/IF/IAY/1595388,26-08-2019,Construction of IAY House -IAY REG. NO. WB2773253 ,17100,0,14160,0,27-07-2017,14160,0,0,0,0  ,14160,
3214003009/IF/IAY/4192967,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2064544 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/1608740,26-08-2019,Construction of IAY House -IAY REG. NO. WB5137160 ,17100,0,14340,0,21-07-2017,14340,0,0,0,0  ,14340,
3214003009/IF/IAY/4192930,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2615312 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4192942,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4270337 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4192925,31-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5647284 ,19380,0,19713,0,07-07-2020,19713,0,0,0,0  ,19713,
3214003009/IF/IAY/4192966,05-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4572510 ,19380,0,19608,0,07-07-2020,19608,0,0,0,0  ,19608,
3214003009/IF/IAY/4192927,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1141157 ,19380,0,19803,0,07-07-2020,19803,0,0,0,0  ,19803,
3214003009/IF/IAY/4192923,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5265207 ,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4192915,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4522355 ,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/2655694,20-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3396827 ,19380,0,18652,0,24-09-2019,18652,0,0,0,0  ,18652,
3214003009/IF/IAY/2655695,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5553366 ,19380,0,18626,0,24-09-2019,18626,0,0,0,0  ,18626,
3214003009/IF/IAY/2655691,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2519435 ,19380,0,18808,0,24-09-2019,18808,0,0,0,0  ,18808,
3214003009/IF/IAY/4192898,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5565005 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/2655674,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3964279 ,19380,0,18808,0,24-09-2019,18808,0,0,0,0  ,18808,
3214003009/IF/IAY/2655687,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2868404 ,19380,0,19016,0,24-09-2019,19016,0,0,0,0  ,19016,
3214003009/IF/IAY/2655662,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5566278 ,19380,0,18626,0,24-09-2019,18626,0,0,0,0  ,18626,
3214003009/IF/IAY/2655719,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2900875 ,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003009/IF/IAY/2655671,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4213324 ,19380,0,18288,0,24-09-2019,18288,0,0,0,0  ,18288,
3214003009/IF/IAY/2655707,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2814862 ,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003009/IF/IAY/2655651,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5054757 ,18145,0,18145,0,24-09-2019,18145,0,0,0,0  ,18145,
3214003009/IF/IAY/2655655,22-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3095239 ,19380,0,18600,0,24-09-2019,18600,0,0,0,0  ,18600,
3214003009/IF/IAY/1274005,01-10-2018,Construction of IAY House -IAY REG. NO. WB4026990 ,17100,0,17221,0,24-02-2017,17221,0,0,0,0  ,17221,
3214003009/IF/IAY/2655649,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1735689 ,19380,0,18600,0,24-09-2019,18600,0,0,0,0  ,18600,
3214003009/IF/IAY/1273340,01-10-2018,Construction of IAY House -IAY REG. NO. WB3990470 ,17100,0,17100,0,28-03-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1273467,01-10-2018,Construction of IAY House -IAY REG. NO. WB3996435 ,17100,0,16192,0,28-03-2017,16192,0,0,0,0  ,16192,
3214003009/IF/IAY/2655692,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4482602 ,18145,0,18652,0,24-09-2019,18652,0,0,0,0  ,18652,
3214003009/IF/IAY/1272867,01-10-2018,Construction of IAY House -IAY REG. NO. WB3969266 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1272853,01-10-2018,Construction of IAY House -IAY REG. NO. WB3968644 ,17100,0,17100,0,28-03-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1272584,16-01-2019,Construction of IAY House -IAY REG. NO. WB3958172 ,17100,0,15120,0,24-02-2017,15120,0,0,0,0  ,15120,
3214003009/IF/IAY/1270293,16-01-2019,Construction of IAY House -IAY REG. NO. WB3828550 ,17100,0,17100,0,28-03-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1269718,01-10-2018,Construction of IAY House -IAY REG. NO. WB3806887 ,17100,0,17030,0,24-02-2017,17030,0,0,0,0  ,17030,
3214003009/IF/IAY/1273079,01-10-2018,Construction of IAY House -IAY REG. NO. WB3979905 ,17100,0,17030,0,24-02-2017,17030,0,0,0,0  ,17030,
3214003009/IF/IAY/4192969,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2425537 ,19380,0,19380,0,27-05-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/1265900,01-10-2018,Construction of IAY House -IAY REG. NO. WB3654476 ,17100,0,16920,0,24-02-2017,16920,0,0,0,0  ,16920,
3214003009/IF/IAY/1593632,13-09-2019,Construction of IAY House -IAY REG. NO. WB2594556 ,17100,0,12224,0,07-08-2017,12224,0,0,0,0  ,12224,
3214003009/IF/IAY/4192973,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4491001 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/1580730,23-09-2019,Construction of IAY House -IAY REG. NO. WB1165728 ,17100,0,16934,0,21-07-2017,16934,0,0,0,0  ,16934,
3214003009/IF/IAY/1576031,23-09-2019,Construction of IAY House -IAY REG. NO. WB1507638 ,17100,0,9168,0,27-07-2017,9168,0,0,0,0  ,9168,
3214003009/IF/IAY/1589546,03-07-2019,Construction of IAY House -IAY REG. NO. WB2280568 ,17100,0,16680,0,07-08-2017,16680,0,0,0,0  ,16680,
3214003009/IF/IAY/1630242,23-09-2019,Construction of IAY House -IAY REG. NO. WB3494372 ,17100,0,10711,0,21-07-2017,10711,0,0,0,0  ,10711,
3214003009/IF/IAY/1573838,28-08-2019,Construction of IAY House -IAY REG. NO. WB1235722 ,17100,0,12224,0,21-07-2017,12224,0,0,0,0  ,12224,
3214003009/IF/IAY/1564575,23-09-2019,Construction of IAY House -IAY REG. NO. WB4484642 ,17100,0,11486,0,07-08-2017,11486,0,0,0,0  ,11486,
3214003009/IF/IAY/1572267,23-09-2019,Construction of IAY House -IAY REG. NO. WB5061664 ,17100,0,12669,0,29-06-2017,12669,0,0,0,0  ,12669,
3214003009/IF/IAY/1564415,26-08-2019,Construction of IAY House -IAY REG. NO. WB4443711 ,17100,0,14160,0,27-07-2017,14160,0,0,0,0  ,14160,
3214003009/IF/IAY/1561716,03-07-2019,Construction of IAY House -IAY REG. NO. WB3814723 ,17100,0,16808,0,07-08-2017,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2655659,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3160942 ,19380,0,18236,0,24-09-2019,18236,0,0,0,0  ,18236,
3214003009/IF/IAY/1564416,26-08-2019,Construction of IAY House -IAY REG. NO. WB4443901 ,17100,0,14568,0,07-08-2017,14568,0,0,0,0  ,14568,
3214003009/IF/IAY/4192896,11-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2956610 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4192860,11-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4317339 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4192875,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5506554 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/1269752,01-10-2018,Construction of IAY House -IAY REG. NO. WB3808424 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/4192819,05-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1505872 ,19380,0,19659,0,15-06-2020,19659,0,0,0,0  ,19659,
3214003009/IF/IAY/4192805,05-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3263019 ,19380,0,19515,0,15-06-2020,19515,0,0,0,0  ,19515,
3214003009/IF/IAY/4192803,11-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3966888 ,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4192811,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4520488 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4192799,29-09-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2541626 ,19380,0,19659,0,07-07-2020,19659,0,0,0,0  ,19659,
3214003009/IF/IAY/1564500,23-09-2019,Construction of IAY House -IAY REG. NO. WB4462783 ,17100,0,15119,0,21-07-2017,15119,0,0,0,0  ,15119,
3214003009/IF/IAY/2655645,27-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5426607 ,19380,0,19016,0,24-09-2019,19016,0,0,0,0  ,19016,
3214003009/IF/IAY/4192815,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5495830 ,19380,0,19320,0,05-06-2020,19320,0,0,0,0  ,19320,
3214003009/IF/IAY/2655629,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4269638 ,19380,0,18808,0,24-09-2019,18808,0,0,0,0  ,18808,
3214003009/IF/IAY/2655628,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4256600 ,19380,0,19016,0,24-09-2019,19016,0,0,0,0  ,19016,
3214003009/IF/IAY/1264461,01-10-2018,Construction of IAY House -IAY REG. NO. WB3600152 ,17100,0,17100,0,28-03-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/2655637,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4366557 ,19380,0,18236,0,24-09-2019,18236,0,0,0,0  ,18236,
3214003009/IF/IAY/1261939,01-10-2018,Construction of IAY House -IAY REG. NO. WB3497836 ,17100,0,17100,0,28-03-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/4192814,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4443762 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/1579451,23-09-2019,Construction of IAY House -IAY REG. NO. WB1854353 ,17100,0,13179,0,07-08-2017,13179,0,0,0,0  ,13179,
3214003009/IF/IAY/1261744,16-01-2019,Construction of IAY House -IAY REG. NO. WB3487618 ,17100,0,15120,0,28-03-2017,15120,0,0,0,0  ,15120,
3214003009/IF/IAY/1262036,01-10-2018,Construction of IAY House -IAY REG. NO. WB3503974 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1255817,01-10-2018,Construction of IAY House -IAY REG. NO. WB3318129 ,17100,0,16192,0,28-03-2017,16192,0,0,0,0  ,16192,
3214003009/IF/IAY/1254505,01-10-2018,Construction of IAY House -IAY REG. NO. WB3275830 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1250124,01-10-2018,Construction of IAY House -IAY REG. NO. WB3096240 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1249834,16-01-2019,Construction of IAY House -IAY REG. NO. WB3087856 ,17100,0,15656,0,24-02-2017,15656,0,0,0,0  ,15656,
3214003009/IF/IAY/1254081,16-01-2019,Construction of IAY House -IAY REG. NO. WB3266789 ,17100,0,16192,0,28-03-2017,16192,0,0,0,0  ,16192,
3214003009/IF/IAY/1244432,01-10-2018,Construction of IAY House -IAY REG. NO. WB2900934 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1239504,01-10-2018,Construction of IAY House -IAY REG. NO. WB2747282 ,17100,0,17030,0,28-03-2017,17030,0,0,0,0  ,17030,
3214003009/IF/IAY/1239791,01-10-2018,Construction of IAY House -IAY REG. NO. WB2756916 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1550586,26-08-2019,Construction of IAY House -IAY REG. NO. WB2029072 ,17100,0,14160,0,27-07-2017,14160,0,0,0,0  ,14160,
3214003009/IF/IAY/1251589,01-10-2018,Construction of IAY House -IAY REG. NO. WB3175439 ,17100,0,16192,0,28-03-2017,16192,0,0,0,0  ,16192,
3214003009/IF/IAY/1251096,01-10-2018,Construction of IAY House -IAY REG. NO. WB3148215 ,17100,0,16912,0,24-02-2017,16912,0,0,0,0  ,16912,
3214003009/IF/IAY/1545079,23-09-2019,Construction of IAY House -IAY REG. NO. WB4467066 ,17100,0,14516,0,29-06-2017,14516,0,0,0,0  ,14516,
3214003009/IF/IAY/1545953,03-07-2019,Construction of IAY House -IAY REG. NO. WB4570796 ,17100,0,16680,0,21-07-2017,16680,0,0,0,0  ,16680,
3214003009/IF/IAY/1551003,13-09-2019,Construction of IAY House -IAY REG. NO. WB2082750 ,17100,0,6112,0,07-08-2017,6112,0,0,0,0  ,6112,
3214003009/IF/IAY/1544963,26-08-2019,Construction of IAY House -IAY REG. NO. WB4452926 ,17100,0,14898,0,07-08-2017,14898,0,0,0,0  ,14898,
3214003009/IF/IAY/1544871,03-07-2019,Construction of IAY House -IAY REG. NO. WB4444028 ,17100,0,17572,0,07-08-2017,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/1535231,13-09-2019,Construction of IAY House -IAY REG. NO. WB3675154 ,17100,0,11460,0,21-07-2017,11460,0,0,0,0  ,11460,
3214003009/IF/IAY/4192801,11-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5055768 ,19380,0,19380,0,27-05-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/1266230,01-10-2018,Construction of IAY House -IAY REG. NO. WB3669633 ,17100,0,17100,0,28-03-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1528173,23-09-2019,Construction of IAY House -IAY REG. NO. WB3335134 ,17100,0,13943,0,27-07-2017,13943,0,0,0,0  ,13943,
3214003009/IF/IAY/4192774,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5497720 ,19380,0,19380,0,05-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/1539909,26-08-2019,Construction of IAY House -IAY REG. NO. WB3924690 ,17100,0,14516,0,07-08-2017,14516,0,0,0,0  ,14516,
3214003009/IF/IAY/1526564,23-09-2019,Construction of IAY House -IAY REG. NO. WB3261416 ,17100,0,13051,0,21-07-2017,13051,0,0,0,0  ,13051,
3214003009/IF/IAY/4192771,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1505698 ,19380,0,19380,0,05-06-2020,19380,0,0,0,0  ,19380,
