scheme_code,scheme_name,completion_date,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
3213010005/IF/IAY/3367672,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3260352 ,14-12-2020,18145,0,18145,0,26-02-2020,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3367668,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5266833 ,23-12-2020,18145,0,18145,0,26-02-2020,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3367667,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4851675 ,29-10-2020,18145,0,18145,0,26-02-2020,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3367666,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5169878 ,08-01-2021,18145,0,18145,0,26-02-2020,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3331659,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5756945 ,29-10-2020,18145,0,18145,0,04-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3367669,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4795865 ,02-02-2021,18145,0,18145,0,26-02-2020,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3367677,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2319112 ,14-12-2020,18145,0,18145,0,26-02-2020,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3331647,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1561788 ,08-01-2021,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3331646,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3407454 ,15-09-2020,18145,0,18145,0,18-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3331631,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2486086 ,15-09-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311955,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3303456 ,15-02-2021,18145,0,18145,0,18-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311981,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1777917 ,08-10-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311951,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1931207 ,08-10-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311954,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2394070 ,15-09-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3367689,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5482747 ,03-03-2021,18145,0,18145,0,26-02-2020,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311934,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2325106 ,15-09-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3331633,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1271152 ,02-02-2021,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311953,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3799497 ,15-03-2021,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311948,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2319723 ,03-11-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311933,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1492764 ,02-02-2021,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311931,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4714879 ,29-10-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311932,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5598788 ,08-10-2020,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311928,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4611316 ,08-10-2020,18145,0,18145,0,09-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311930,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5443400 ,03-11-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311905,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2326054 ,15-09-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/RC/320201060446370,Concrete Road from Telur Pitch Road to Dhana Ruidas House  ,13-03-2020,29987,379646,29987,375104.2443,08-02-2019,29987,25976,1719,347409.2443,0  ,405091.2443,
3213010005/IF/IAY/3311903,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4564663 ,23-12-2020,18145,0,18145,0,01-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311902,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3397590 ,15-03-2021,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/RC/320201060446378,Concrete Road from Patit Main Road to Ranisayer Kaltala ,03-01-2020,29987,379646,29987,375614.4234,08-02-2019,29987,27695,0,347919.4234,0  ,405601.4234,
3213010005/IF/IAY/3311900,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5766971 ,15-09-2020,18145,0,18145,0,04-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311904,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2500689 ,22-07-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311898,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3977607 ,14-12-2020,18145,0,18145,0,09-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311896,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5753749 ,08-10-2020,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3331651,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5114910 ,15-09-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/RC/320201060355056,Cons. of Concrete Road from G.P. office to Prodout Mukherjee House. ,20-09-2019,37840,416154,26740,438200.267,11-03-2017,26740,32088,1146,404966.267,0  ,464940.267,
3213010005/IF/IAY/3270162,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5666868 ,08-10-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311901,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1299048 ,29-10-2020,18145,0,18145,0,01-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270159,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4882141 ,15-07-2020,18145,0,18145,0,18-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311950,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1751942 ,15-09-2020,18145,0,18145,0,01-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270157,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4682608 ,15-07-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270158,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4219877 ,15-07-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270160,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5491437 ,15-09-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270154,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5598778 ,08-10-2020,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270163,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5606264 ,08-10-2020,18145,0,18145,0,01-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3367687,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5147868 ,14-12-2020,18145,0,18145,0,26-02-2020,18145,0,0,0,0  ,18145,
3213010005/RC/320201060355051,Cons. of Concrete Road from Chamdhuani Pukur Uttar Par to G.P. office. ,30-05-2019,39952,438031,28358,440001.615,11-03-2017,28358,32470,1146,406385.615,0  ,468359.615,
3213010005/RC/320201060355049,Cons. of Concrete Road from Biur Pachim Para Tematha to Boro Gore Samsan. ,20-09-2019,36256,400001,25825,374679.533,11-03-2017,25825,28650,859.5,345170.033,0  ,400504.533,
3213010005/IF/IAY/3270153,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2972886 ,22-07-2020,18145,0,18145,0,01-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270152,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5482797 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270151,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1853361 ,15-09-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270150,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5686343 ,08-10-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270149,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5486311 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270155,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2782274 ,15-09-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270148,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2142922 ,08-10-2020,18145,0,18145,0,18-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270147,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4681369 ,08-10-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270146,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5606317 ,08-10-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270145,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5429482 ,15-09-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270143,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5631403 ,08-10-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270142,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1775266 ,22-07-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224290,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4672989 ,15-03-2021,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3331661,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2522518 ,15-03-2021,18145,0,18145,0,12-11-2019,18145,0,0,0,0  ,18145,
3213010005/RC/320201060355055,Cons. of Concrete Road from Lalbandh Pry. School to Bhaskar Ghoshs House. ,20-09-2019,37840,416154,27220,418034.395,11-03-2017,27220,32088,859.5,385086.895,0  ,445254.395,
3213010005/IF/IAY/3224288,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3338104 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224287,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4711274 ,15-07-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224286,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4659492 ,15-07-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224285,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4623807 ,08-10-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224284,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4037648 ,15-07-2020,18145,0,18145,0,12-11-2019,18145,0,0,0,0  ,18145,
3213010005/RC/320201060355046,Cons. of Concrete Road from Telur Upper Primary School to Mete Para. ,04-07-2019,37136,406181,27676,410112.99,14-03-2017,27676,25344,12672,372096.99,0  ,437788.99,
3213010005/RC/320201060355048,Cons. of Concrete Road from Purbo Naldanga Pitch Road Tematha to Bandher Par. ,20-09-2019,37840,418149,29548,405981.077,11-03-2017,29548,29032,1146,375803.077,0  ,435529.077,
3213010005/RC/320201060355035,Cons. of Concrete Road from Ramu Bagdi House to Gajalaxmi Tala at Sukhsayer Sansad. ,30-05-2019,37136,408040,26167,410792.8052,14-03-2017,26167,32183,0,378609.8052,0  ,436959.8052,
3213010005/IF/IAY/2461972,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2271610 ,19-10-2019,18145,0,18145,0,22-06-2018,18145,0,0,0,0  ,18145,
3213010005/RC/320201060355054,Cons. of Concrete Road from Danna More to Mahaprabhu Tala. ,30-05-2019,38544,423977,38544,424700.774,11-03-2017,38544,21588,12828,390284.774,0  ,463244.774,
3213010005/IF/IAY/2437425,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5146708 ,19-10-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270156,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3784405 ,08-10-2020,18145,0,18145,0,01-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2437424,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5412279 ,19-10-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3270144,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4261602 ,08-10-2020,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2423182,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3971034 ,19-10-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224283,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2517390 ,08-10-2020,18145,0,18145,0,12-11-2019,18145,0,0,0,0  ,18145,
3213010005/RC/320201060355041,Cons. of Concrete Road from Tajchak ICDS to Tajhak Kabiraj Para at Basudebpur Sansad. ,20-09-2019,37840,418149,30751,404510.769,14-03-2017,30751,20628,1146,382736.769,0  ,435261.769,
3213010005/IF/IAY/2437423,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4116778 ,19-10-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224280,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4672665 ,15-07-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224279,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4853986 ,08-10-2020,18145,0,18145,0,12-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3286459,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4036793 ,15-03-2021,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224281,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3519637 ,08-10-2020,18145,0,18145,0,18-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224274,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2532979 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224273,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4769093 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224276,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4682620 ,15-07-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224282,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1130557 ,15-07-2020,18145,0,18145,0,12-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224272,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4759240 ,22-07-2020,18145,0,18145,0,12-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224278,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4425854 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224269,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2518304 ,08-10-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224270,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4789181 ,15-07-2020,18145,0,18145,0,18-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3311929,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4765728 ,15-03-2021,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2423181,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3819494 ,19-10-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407095,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1656059 ,24-10-2019,18145,0,18145,0,22-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224277,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2562683 ,08-10-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407098,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2327754 ,19-10-2019,18145,0,18145,0,22-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224275,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4645046 ,15-07-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407097,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1751963 ,19-10-2019,18145,0,18145,0,27-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407092,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2309997 ,19-10-2019,18145,0,18145,0,27-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407090,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2825911 ,19-10-2019,18145,0,18145,0,22-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407089,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2486073 ,19-10-2019,18145,0,18145,0,22-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407088,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2528592 ,19-10-2019,18145,0,18145,0,27-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407091,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2262920 ,19-10-2019,18145,0,18145,0,27-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407094,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3891021 ,19-10-2019,18145,0,18145,0,22-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407087,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1420613 ,24-10-2019,18145,0,18145,0,22-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224265,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4328955 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224268,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4033991 ,14-12-2020,18145,0,18145,0,12-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224264,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4688007 ,22-07-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224263,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4658299 ,14-07-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407093,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1931624 ,19-10-2019,18145,0,18145,0,27-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224271,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4117516 ,08-10-2020,18145,0,18145,0,12-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224259,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3600074 ,08-10-2020,18145,0,18145,0,18-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224261,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3397497 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224257,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4719735 ,14-07-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224267,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4933602 ,15-07-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407086,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3028846 ,19-10-2019,18145,0,18145,0,22-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224266,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2522993 ,14-12-2020,18145,0,18145,0,12-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407096,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2319102 ,19-10-2019,18145,0,18145,0,22-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407083,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1456737 ,19-10-2019,18145,0,18145,0,22-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407084,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1729801 ,19-10-2019,18145,0,18145,0,22-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407081,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1655996 ,24-10-2019,18145,0,18145,0,22-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2388754,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5241254 ,19-10-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407085,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3333764 ,19-10-2019,18145,0,18145,0,22-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224258,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4682398 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2388825,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5352685 ,19-10-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2379845,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4496296 ,24-10-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2378260,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1926879 ,24-10-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224260,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4724079 ,14-07-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2388675,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5107143 ,19-10-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224255,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4694894 ,14-07-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224252,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4659502 ,14-07-2020,18145,0,18145,0,18-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224251,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3408111 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224256,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4704570 ,14-07-2020,18145,0,18145,0,18-11-2019,18145,0,0,0,0  ,18145,
3213010005/RC/320201060355047,Cons. of Concrete Road from Betur Bagdipara Tematha to Bagdipara ICDS via Dilip Roy House at Alipur  ,20-09-2019,37488,412298,23676,393791.003,11-03-2017,23676,31324,859,361608.003,0  ,417467.003,
3213010005/IF/IAY/3224250,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3260224 ,08-10-2020,18145,0,18145,0,12-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224254,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4691522 ,15-09-2020,18145,0,18145,0,18-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224246,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3580665 ,14-07-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224248,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5170830 ,08-10-2020,18145,0,18145,0,18-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2378233,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1981125 ,19-10-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2280913,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5245141 ,19-10-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2407082,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1340888 ,22-10-2019,18145,0,18145,0,22-06-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2279741,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4474859 ,20-09-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2279737,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4470191 ,20-09-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2280908,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5241260 ,19-10-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
