scheme_code,scheme_name,completion_date,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
(3216011003/IF/IAY/3695449),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3122273 ,18/07/2021 ,18360 ,0 ,17973 ,0 ,29/03/2020,17973,0,0,0,0  ,17973,
(3216011003/IF/IAY/3695244),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4218833 ,02/08/2021 ,18360 ,0 ,18399 ,0 ,05/03/2020,18399,0,0,0,0  ,18399,
(3216011003/IF/IAY/3695281),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3694651 ,31/07/2021 ,18360 ,0 ,17760 ,0 ,10/03/2020,17760,0,0,0,0  ,17760,
(3216011003/IF/IAY/3695310),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3889805 ,15/09/2021 ,18360 ,0 ,15909 ,0 ,05/03/2020,15909,0,0,0,0  ,15909,
(3216011003/IF/IAY/3695255),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1783844 ,31/07/2021 ,18360 ,0 ,17904 ,0 ,05/03/2020,17904,0,0,0,0  ,17904,
(3216011003/IF/IAY/3372728),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3653849 ,01/08/2021 ,17190 ,0 ,17973 ,0 ,23/02/2020,17973,0,0,0,0  ,17973,
(3216011003/IF/IAY/3372721),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3724598 ,02/08/2021 ,17190 ,0 ,18264 ,0 ,23/02/2020,18264,0,0,0,0  ,18264,
(3216011003/IF/IAY/3865737),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4859367 ,12/01/2022 ,18360 ,0 ,12780 ,0 ,29/05/2020,12780,0,0,0,0  ,12780,
(3216011003/IF/IAY/3372719),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3673743 ,31/07/2021 ,17190 ,0 ,17760 ,0 ,23/02/2020,17760,0,0,0,0  ,17760,
(3216011003/IF/IAY/3372723),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5627122 ,04/08/2021 ,17190 ,0 ,18621 ,0 ,23/02/2020,18621,0,0,0,0  ,18621,
(3216011003/IF/IAY/3372713),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4296801 ,02/08/2021 ,17190 ,0 ,18399 ,0 ,23/02/2020,18399,0,0,0,0  ,18399,
(3216011003/IF/IAY/3372705),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4451508 ,04/08/2021 ,17190 ,0 ,18891 ,0 ,23/02/2020,18891,0,0,0,0  ,18891,
(3216011003/IF/IAY/3695231),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1962964 ,18/07/2021 ,18360 ,0 ,18117 ,0 ,05/03/2020,18117,0,0,0,0  ,18117,
(3216011003/IF/IAY/3372698),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5515640 ,15/07/2021 ,17190 ,0 ,18678 ,0 ,23/02/2020,18678,0,0,0,0  ,18678,
(3216011003/IF/IAY/3372708),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4082938 ,02/08/2021 ,17190 ,0 ,18399 ,0 ,23/02/2020,18399,0,0,0,0  ,18399,
(3216011003/IF/IAY/3372690),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4218444 ,06/08/2021 ,17190 ,0 ,18621 ,0 ,23/02/2020,18621,0,0,0,0  ,18621,
(3216011003/IF/IAY/3372687),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4211023 ,15/07/2021 ,17190 ,0 ,17973 ,0 ,23/02/2020,17973,0,0,0,0  ,17973,
(3216011003/IF/IAY/3372714),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4211032 ,04/08/2021 ,17190 ,0 ,18891 ,0 ,23/02/2020,18891,0,0,0,0  ,18891,
(3216011003/IF/IAY/3372689),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3199169 ,01/08/2021 ,17190 ,0 ,18534 ,0 ,23/02/2020,18534,0,0,0,0  ,18534,
(3216011003/IF/IAY/3313081),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1987032 ,15/07/2021 ,17190 ,0 ,18630 ,0 ,22/10/2019,18630,0,0,0,0  ,18630,
(3216011003/IF/IAY/3261265),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3857476 ,14/09/2021 ,17190 ,0 ,17826 ,0 ,28/10/2019,17826,0,0,0,0  ,17826,
(3216011003/IF/IAY/3313080),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4016831 ,06/08/2021 ,17190 ,0 ,18426 ,0 ,28/10/2019,18426,0,0,0,0  ,18426,
(3216011003/IF/IAY/3372716),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5287370 ,04/08/2021 ,17190 ,0 ,18621 ,0 ,23/02/2020,18621,0,0,0,0  ,18621,
(3216011003/IF/IAY/3182692),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3928078 ,15/09/2021 ,17190 ,0 ,18630 ,0 ,28/10/2019,18630,0,0,0,0  ,18630,
(3216011003/IF/IAY/3182691),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3140740 ,28/06/2021 ,17190 ,0 ,17040 ,0 ,23/10/2019,17040,0,0,0,0  ,17040,
(3216011003/IF/IAY/3158936),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3899454 ,15/07/2021 ,17190 ,0 ,17973 ,0 ,28/10/2019,17973,0,0,0,0  ,17973,
(3216011003/IF/IAY/3182690),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3692290 ,01/08/2021 ,17190 ,0 ,17769 ,0 ,28/10/2019,17769,0,0,0,0  ,17769,
(3216011003/IF/IAY/3261263),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3693110 ,01/08/2021 ,17190 ,0 ,17379 ,0 ,12/08/2019,17379,0,0,0,0  ,17379,
(3216011003/IF/IAY/3261259),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4219493 ,28/06/2021 ,17190 ,0 ,11319 ,0 ,13/08/2019,11319,0,0,0,0  ,11319,
(3216011003/IF/IAY/3158934),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3662466 ,22/07/2021 ,17190 ,0 ,18135 ,0 ,12/08/2019,18135,0,0,0,0  ,18135,
(3216011003/IF/IAY/3158928),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3859917 ,24/08/2021 ,17190 ,0 ,15843 ,0 ,28/10/2019,15843,0,0,0,0  ,15843,
(3216011003/IF/IAY/3158935),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4218809 ,08/08/2021 ,17190 ,0 ,18399 ,0 ,28/10/2019,18399,0,0,0,0  ,18399,
(3216011003/IF/IAY/3158912),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4270493 ,15/09/2021 ,17190 ,0 ,12714 ,0 ,13/08/2019,12714,0,0,0,0  ,12714,
(3216011003/IF/IAY/3313082),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3669464 ,24/08/2021 ,17190 ,0 ,17973 ,0 ,28/10/2019,17973,0,0,0,0  ,17973,
(3216011003/IF/IAY/3096292),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2905534 ,15/07/2021 ,17190 ,0 ,17982 ,0 ,22/10/2019,17982,0,0,0,0  ,17982,
(3216011003/IF/IAY/3158927),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3173133 ,24/08/2021 ,17190 ,0 ,18435 ,0 ,23/10/2019,18435,0,0,0,0  ,18435,
(3216011003/IF/IAY/3158920),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3875380 ,14/09/2021 ,17190 ,0 ,18900 ,0 ,13/08/2019,18900,0,0,0,0  ,18900,
(3216011003/IF/IAY/3068930),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3200266 ,10/06/2021 ,17190 ,0 ,17850 ,0 ,23/10/2019,17850,0,0,0,0  ,17850,
(3216011003/IF/IAY/3158908),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3525827 ,06/08/2021 ,17190 ,0 ,15774 ,0 ,23/10/2019,15774,0,0,0,0  ,15774,
(3216011003/IF/IAY/3068928),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3525018 ,14/09/2021 ,17190 ,0 ,17835 ,0 ,23/10/2019,17835,0,0,0,0  ,17835,
(3216011003/IF/IAY/3695233),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2478019 ,29/08/2021 ,18360 ,0 ,18900 ,0 ,05/03/2020,18900,0,0,0,0  ,18900,
(3216011003/IF/IAY/3068922),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3060946 ,10/06/2021 ,17190 ,0 ,17850 ,0 ,22/10/2019,17850,0,0,0,0  ,17850,
(3216011003/IF/IAY/3068940),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3200285 ,10/06/2021 ,17190 ,0 ,17850 ,0 ,23/10/2019,17850,0,0,0,0  ,17850,
(3216011003/IF/IAY/3068927),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2181357 ,28/06/2021 ,17190 ,0 ,17850 ,0 ,22/10/2019,17850,0,0,0,0  ,17850,
(3216011003/IF/IAY/3068908),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3207794 ,14/09/2021 ,17190 ,0 ,17937 ,0 ,23/10/2019,17937,0,0,0,0  ,17937,
(3216011003/IF/IAY/3068912),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3201951 ,24/08/2021 ,17190 ,0 ,18039 ,0 ,23/10/2019,18039,0,0,0,0  ,18039,
(3216011003/IF/IAY/3068917),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3140240 ,23/03/2022 ,17190 ,0 ,12510 ,0 ,23/10/2019,12510,0,0,0,0  ,12510,
(3216011003/IF/IAY/3068903),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3140304 ,10/06/2021 ,17190 ,0 ,17871 ,0 ,23/10/2019,17871,0,0,0,0  ,17871,
(3216011003/IF/IAY/3068896),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2939171 ,15/07/2021 ,17190 ,0 ,17394 ,0 ,22/10/2019,17394,0,0,0,0  ,17394,
(3216011003/IF/IAY/3068906),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2148434 ,15/07/2021 ,17190 ,0 ,17667 ,0 ,22/10/2019,17667,0,0,0,0  ,17667,
(3216011003/IF/IAY/3068892),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3190136 ,27/09/2021 ,17190 ,0 ,17937 ,0 ,23/10/2019,17937,0,0,0,0  ,17937,
(3216011003/IF/IAY/3865844),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3687560 ,15/10/2021 ,18360 ,0 ,12780 ,0 ,08/05/2020,12780,0,0,0,0  ,12780,
(3216011003/IF/IAY/3068880),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2639241 ,18/07/2021 ,17190 ,0 ,16755 ,0 ,22/10/2019,16755,0,0,0,0  ,16755,
(3216011003/IF/IAY/3068879),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3209033 ,30/06/2021 ,17190 ,0 ,16704 ,0 ,23/10/2019,16704,0,0,0,0  ,16704,
(3216011003/IF/IAY/3068901),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3145219 ,30/06/2021 ,17190 ,0 ,16947 ,0 ,23/10/2019,16947,0,0,0,0  ,16947,
(3216011003/IF/IAY/3068907),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3863495 ,10/06/2021 ,17190 ,0 ,17086 ,0 ,28/10/2019,17086,0,0,0,0  ,17086,
(3216011003/IF/IAY/3068871),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3857498 ,06/08/2021 ,17190 ,0 ,16183 ,0 ,28/10/2019,16183,0,0,0,0  ,16183,
(3216011003/IF/IAY/3068868),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3166787 ,15/09/2021 ,17190 ,0 ,14742 ,0 ,23/10/2019,14742,0,0,0,0  ,14742,
(3216011003/IF/IAY/3068874),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3140575 ,18/07/2021 ,17190 ,0 ,17871 ,0 ,23/10/2019,17871,0,0,0,0  ,17871,
(3216011003/IF/IAY/2988812),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3166768 ,24/08/2021 ,17190 ,0 ,15843 ,0 ,23/10/2019,15843,0,0,0,0  ,15843,
(3216011003/IF/IAY/3068878),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3134783 ,18/07/2021 ,17190 ,0 ,17937 ,0 ,23/10/2019,17937,0,0,0,0  ,17937,
(3216011003/IF/IAY/2988811),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3889832 ,18/07/2021 ,17190 ,0 ,16947 ,0 ,28/10/2019,16947,0,0,0,0  ,16947,
(3216011003/IF/IAY/2988804),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3603588 ,29/06/2021 ,17190 ,0 ,16434 ,0 ,23/10/2019,16434,0,0,0,0  ,16434,
(3216011003/IF/IAY/2988805),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3123439 ,29/06/2021 ,17190 ,0 ,16704 ,0 ,23/10/2019,16704,0,0,0,0  ,16704,
(3216011003/IF/IAY/2988798),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3911961 ,15/07/2021 ,17190 ,0 ,17937 ,0 ,28/10/2019,17937,0,0,0,0  ,17937,
(3216011003/IF/IAY/2988796),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3155413 ,18/04/2021 ,17190 ,0 ,17558 ,0 ,17/10/2019,17558,0,0,0,0  ,17558,
(3216011003/IF/IAY/2988794),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3868415 ,06/08/2021 ,17190 ,0 ,17146 ,0 ,28/10/2019,17146,0,0,0,0  ,17146,
(3216011003/IF/IAY/2988793),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4281571 ,02/08/2021 ,17190 ,0 ,15843 ,0 ,07/09/2019,15843,0,0,0,0  ,15843,
(3216011003/IF/IAY/2988791),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3812179 ,29/06/2021 ,17190 ,0 ,16704 ,0 ,28/10/2019,16704,0,0,0,0  ,16704,
(3216011003/IF/IAY/2988797),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3195463 ,14/09/2021 ,17190 ,0 ,17820 ,0 ,23/10/2019,17820,0,0,0,0  ,17820,
(3216011003/IF/IAY/2988792),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2939199 ,29/06/2021 ,17190 ,0 ,16235 ,0 ,22/10/2019,16235,0,0,0,0  ,16235,
(3216011003/IF/IAY/2988800),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3892563 ,29/06/2021 ,17190 ,0 ,16704 ,0 ,07/09/2019,16704,0,0,0,0  ,16704,
(3216011003/IF/IAY/2988790),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3140299 ,29/06/2021 ,17190 ,0 ,16704 ,0 ,23/10/2019,16704,0,0,0,0  ,16704,
(3216011003/IF/IAY/3158917),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2449829 ,28/06/2021 ,17190 ,0 ,18495 ,0 ,22/10/2019,18495,0,0,0,0  ,18495,
(3216011003/IF/IAY/2988787),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3880443 ,18/07/2021 ,17190 ,0 ,16183 ,0 ,28/10/2019,16183,0,0,0,0  ,16183,
(3216011003/IF/IAY/2988782),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2398740 ,10/06/2021 ,17190 ,0 ,17880 ,0 ,22/10/2019,17880,0,0,0,0  ,17880,
(3216011003/IF/IAY/2988788),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3633213 ,06/08/2021 ,17190 ,0 ,16183 ,0 ,12/08/2019,16183,0,0,0,0  ,16183,
(3216011003/IF/IAY/2988781),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3158106 ,06/08/2021 ,17190 ,0 ,15096 ,0 ,23/10/2019,15096,0,0,0,0  ,15096,
(3216011003/IF/IAY/2988778),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3931012 ,18/07/2021 ,17190 ,0 ,16872 ,0 ,28/10/2019,16872,0,0,0,0  ,16872,
(3216011003/IF/IAY/2988777),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2070260 ,15/07/2021 ,17190 ,0 ,18150 ,0 ,22/10/2019,18150,0,0,0,0  ,18150,
(3216011003/IF/IAY/2988780),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3481684 ,15/09/2021 ,17190 ,0 ,14742 ,0 ,07/09/2019,14742,0,0,0,0  ,14742,
(3216011003/IF/IAY/2988784),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3153317 ,10/06/2021 ,17190 ,0 ,17277 ,0 ,23/10/2019,17277,0,0,0,0  ,17277,
(3216011003/IF/IAY/2988771),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3868455 ,15/07/2021 ,17190 ,0 ,17667 ,0 ,28/10/2019,17667,0,0,0,0  ,17667,
(3216011003/IF/IAY/2988776),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3705252 ,27/09/2021 ,17190 ,0 ,14985 ,0 ,04/09/2019,14985,0,0,0,0  ,14985,
(3216011003/IF/IAY/2988768),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3886391 ,06/08/2021 ,17190 ,0 ,17532 ,0 ,28/10/2019,17532,0,0,0,0  ,17532,
(3216011003/IF/IAY/2988764),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3877691 ,29/06/2021 ,17190 ,0 ,16434 ,0 ,22/10/2019,16434,0,0,0,0  ,16434,
(3216011003/IF/IAY/2988775),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3892325 ,15/07/2021 ,17190 ,0 ,17511 ,0 ,28/10/2019,17511,0,0,0,0  ,17511,
(3216011003/IF/IAY/2988762),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2628891 ,14/09/2021 ,17190 ,0 ,17607 ,0 ,13/08/2019,17607,0,0,0,0  ,17607,
(3216011003/IF/IAY/2988761),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4161938 ,29/06/2021 ,17190 ,0 ,16235 ,0 ,28/10/2019,16235,0,0,0,0  ,16235,
(3216011003/IF/IAY/2988760),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2593859 ,28/06/2021 ,17190 ,0 ,17337 ,0 ,13/08/2019,17337,0,0,0,0  ,17337,
(3216011003/IF/IAY/3068893),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3207702 ,27/09/2021 ,17190 ,0 ,14394 ,0 ,23/10/2019,14394,0,0,0,0  ,14394,
(3216011003/IF/IAY/2988757),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3203923 ,29/06/2021 ,17190 ,0 ,16044 ,0 ,23/10/2019,16044,0,0,0,0  ,16044,
(3216011003/IF/IAY/2988759),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2612339 ,29/06/2021 ,17190 ,0 ,16917 ,0 ,13/08/2019,16917,0,0,0,0  ,16917,
(3216011003/IF/IAY/2988756),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2396320 ,29/06/2021 ,17190 ,0 ,16917 ,0 ,22/10/2019,16917,0,0,0,0  ,16917,
(3216011003/IF/IAY/2988754),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4052010 ,15/07/2021 ,17190 ,0 ,17298 ,0 ,07/09/2019,17298,0,0,0,0  ,17298,
(3216011003/IF/IAY/2988767),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3148556 ,15/07/2021 ,17190 ,0 ,17607 ,0 ,23/10/2019,17607,0,0,0,0  ,17607,
(3216011003/IF/IAY/2988747),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4290228 ,29/06/2021 ,17190 ,0 ,16044 ,0 ,28/10/2019,16044,0,0,0,0  ,16044,
(3216011003/IF/IAY/2988746),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3857483 ,29/06/2021 ,17190 ,0 ,15853 ,0 ,28/10/2019,15853,0,0,0,0  ,15853,
(3216011003/IF/IAY/2988755),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3709159 ,29/06/2021 ,17190 ,0 ,16044 ,0 ,28/10/2019,16044,0,0,0,0  ,16044,
(3216011003/IF/IAY/2988745),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4281648 ,03/08/2021 ,17190 ,0 ,18399 ,0 ,28/10/2019,18399,0,0,0,0  ,18399,
(3216011003/IF/IAY/2988739),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3929794 ,29/06/2021 ,17190 ,0 ,16434 ,0 ,28/10/2019,16434,0,0,0,0  ,16434,
(3216011003/IF/IAY/2988738),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3676530 ,29/06/2021 ,17190 ,0 ,16235 ,0 ,28/10/2019,16235,0,0,0,0  ,16235,
(3216011003/IF/IAY/2988763),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2609983 ,28/06/2021 ,17190 ,0 ,17820 ,0 ,22/10/2019,17820,0,0,0,0  ,17820,
(3216011003/IF/IAY/2988785),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3149532 ,18/07/2021 ,17190 ,0 ,17937 ,0 ,23/10/2019,17937,0,0,0,0  ,17937,
(3216011003/IF/IAY/2988733),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2642334 ,15/09/2021 ,17190 ,0 ,10314 ,0 ,22/10/2019,10314,0,0,0,0  ,10314,
(3216011003/IF/IAY/2988732),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5188051 ,29/06/2021 ,17190 ,0 ,16704 ,0 ,07/09/2019,16704,0,0,0,0  ,16704,
(3216011003/IF/IAY/2988735),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2209614 ,29/06/2021 ,17190 ,0 ,16044 ,0 ,22/10/2019,16044,0,0,0,0  ,16044,
(3216011003/IF/IAY/2988731),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2606085 ,29/06/2021 ,17190 ,0 ,16044 ,0 ,22/10/2019,16044,0,0,0,0  ,16044,
(3216011003/IF/IAY/2988730),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2615842 ,10/06/2021 ,17190 ,0 ,17299 ,0 ,13/08/2019,17299,0,0,0,0  ,17299,
(3216011003/IF/IAY/2988726),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3707845 ,10/08/2021 ,17190 ,0 ,17472 ,0 ,28/10/2019,17472,0,0,0,0  ,17472,
(3216011003/IF/IAY/2988723),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3156925 ,29/06/2021 ,17190 ,0 ,15853 ,0 ,23/10/2019,15853,0,0,0,0  ,15853,
(3216011003/IF/IAY/2988722),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4225047 ,29/06/2021 ,17190 ,0 ,16235 ,0 ,28/10/2019,16235,0,0,0,0  ,16235,
(3216011003/IF/IAY/2988728),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3117958 ,18/07/2021 ,17190 ,0 ,16374 ,0 ,22/10/2019,16374,0,0,0,0  ,16374,
(3216011003/IF/IAY/2988727),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2437556 ,31/07/2021 ,17190 ,0 ,17085 ,0 ,22/10/2019,17085,0,0,0,0  ,17085,
(3216011003/IF/IAY/3261261),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2951169 ,28/07/2021 ,17190 ,0 ,17973 ,0 ,22/10/2019,17973,0,0,0,0  ,17973,
(3216011003/IF/IAY/2988717),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3662911 ,18/07/2021 ,17190 ,0 ,16235 ,0 ,28/10/2019,16235,0,0,0,0  ,16235,
(3216011003/IF/IAY/2988718),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3929214 ,29/06/2021 ,17190 ,0 ,16434 ,0 ,28/10/2019,16434,0,0,0,0  ,16434,
(3216011003/IF/IAY/2988719),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5238854 ,29/06/2021 ,17190 ,0 ,16704 ,0 ,07/09/2019,16704,0,0,0,0  ,16704,
(3216011003/IF/IAY/2988748),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3107236 ,29/06/2021 ,17190 ,0 ,16044 ,0 ,22/10/2019,16044,0,0,0,0  ,16044,
(3216011003/IF/IAY/3068939),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3134716 ,18/07/2021 ,17190 ,0 ,17871 ,0 ,23/10/2019,17871,0,0,0,0  ,17871,
(3216011003/IF/IAY/2988715),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2395229 ,04/08/2021 ,17190 ,0 ,18150 ,0 ,22/10/2019,18150,0,0,0,0  ,18150,
(3216011003/IF/IAY/2988721),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3674729 ,29/06/2021 ,17190 ,0 ,16044 ,0 ,28/10/2019,16044,0,0,0,0  ,16044,
(3216011003/IF/IAY/3068873),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2092379 ,29/06/2021 ,17190 ,0 ,16756 ,0 ,22/10/2019,16756,0,0,0,0  ,16756,
(3216011003/IF/IAY/2988710),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2939239 ,29/06/2021 ,17190 ,0 ,16235 ,0 ,22/10/2019,16235,0,0,0,0  ,16235,
(3216011003/IF/IAY/2988709),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3481260 ,14/09/2021 ,17190 ,0 ,17802 ,0 ,23/10/2019,17802,0,0,0,0  ,17802,
(3216011003/IF/IAY/2988753),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3198599 ,06/08/2021 ,17190 ,0 ,17416 ,0 ,04/09/2019,17416,0,0,0,0  ,17416,
(3216011003/IF/IAY/2988706),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4281368 ,01/07/2021 ,17190 ,0 ,17416 ,0 ,13/08/2019,17416,0,0,0,0  ,17416,
(3216011003/IF/IAY/2988708),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4049818 ,18/07/2021 ,17190 ,0 ,16374 ,0 ,28/10/2019,16374,0,0,0,0  ,16374,
(3216011003/IF/IAY/2988714),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3886417 ,29/06/2021 ,17190 ,0 ,16235 ,0 ,28/10/2019,16235,0,0,0,0  ,16235,
(3216011003/IF/IAY/2988703),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3902578 ,29/06/2021 ,17190 ,0 ,16704 ,0 ,28/10/2019,16704,0,0,0,0  ,16704,
(3216011003/IF/IAY/2988698),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3856909 ,14/09/2021 ,17190 ,0 ,18510 ,0 ,28/10/2019,18510,0,0,0,0  ,18510,
