scheme_code,scheme_name,completion_date,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
(3216011003/IF/IAY/2620245),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3502727 ,02/08/2021 ,17190 ,0 ,17498 ,0 ,12/08/2019,17498,0,0,0,0  ,17498,
(3216011003/IF/IAY/2620313),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2622869 ,15/07/2021 ,17190 ,0 ,17853 ,0 ,13/08/2019,17853,0,0,0,0  ,17853,
(3216011003/IF/IAY/2620290),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2628687 ,28/06/2021 ,17190 ,0 ,16837 ,0 ,13/08/2019,16837,0,0,0,0  ,16837,
(3216011003/IF/IAY/2620240),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3698584 ,10/06/2021 ,17190 ,0 ,18435 ,0 ,12/08/2019,18435,0,0,0,0  ,18435,
(3216011003/IF/IAY/2620291),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4195680 ,28/06/2021 ,17190 ,0 ,16808 ,0 ,13/08/2019,16808,0,0,0,0  ,16808,
(3216011003/IF/IAY/2620293),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4296793 ,08/08/2021 ,17190 ,0 ,15639 ,0 ,13/08/2019,15639,0,0,0,0  ,15639,
(3216011003/IF/IAY/2620235),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4096636 ,28/06/2021 ,17190 ,0 ,16808 ,0 ,07/09/2019,16808,0,0,0,0  ,16808,
(3216011003/IF/IAY/2620244),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4211113 ,28/06/2021 ,17190 ,0 ,17072 ,0 ,13/08/2019,17072,0,0,0,0  ,17072,
(3216011003/IF/IAY/2620239),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3879822 ,18/07/2021 ,17190 ,0 ,4995 ,0 ,12/08/2019,4995,0,0,0,0  ,4995,
(3216011003/IF/IAY/2620241),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2609737 ,10/08/2021 ,17190 ,0 ,17372 ,0 ,13/08/2019,17372,0,0,0,0  ,17372,
(3216011003/IF/IAY/2620232),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4211126 ,28/06/2021 ,17190 ,0 ,17072 ,0 ,13/08/2019,17072,0,0,0,0  ,17072,
(3216011003/IF/IAY/2620228),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1361668 ,28/06/2021 ,17190 ,0 ,17850 ,0 ,12/08/2019,17850,0,0,0,0  ,17850,
(3216011003/IF/IAY/2620227),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2613146 ,28/06/2021 ,17190 ,0 ,18570 ,0 ,13/08/2019,18570,0,0,0,0  ,18570,
(3216011003/IF/IAY/2620234),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3877809 ,15/07/2021 ,17190 ,0 ,18570 ,0 ,13/08/2019,18570,0,0,0,0  ,18570,
(3216011003/IF/IAY/2620221),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4096841 ,28/06/2021 ,17190 ,0 ,16837 ,0 ,07/09/2019,16837,0,0,0,0  ,16837,
(3216011003/IF/IAY/2620217),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4211129 ,18/07/2021 ,17190 ,0 ,16976 ,0 ,13/08/2019,16976,0,0,0,0  ,16976,
(3216011003/IF/IAY/2620223),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3182110 ,13/08/2021 ,17190 ,0 ,16976 ,0 ,12/08/2019,16976,0,0,0,0  ,16976,
(3216011003/IF/IAY/2620215),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3166255 ,01/08/2021 ,17190 ,0 ,17263 ,0 ,07/09/2019,17263,0,0,0,0  ,17263,
(3216011003/IF/IAY/2620211),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3706209 ,10/08/2021 ,17190 ,0 ,17498 ,0 ,12/08/2019,17498,0,0,0,0  ,17498,
(3216011003/IF/IAY/2620206),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2572431 ,28/06/2021 ,17190 ,0 ,17892 ,0 ,13/08/2019,17892,0,0,0,0  ,17892,
(3216011003/IF/IAY/2620204),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2640582 ,28/06/2021 ,17190 ,0 ,16837 ,0 ,13/08/2019,16837,0,0,0,0  ,16837,
(3216011003/IF/IAY/2620200),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3120755 ,28/06/2021 ,17190 ,0 ,16837 ,0 ,13/08/2019,16837,0,0,0,0  ,16837,
(3216011003/IF/IAY/2620199),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2182688 ,18/07/2021 ,17190 ,0 ,17519 ,0 ,13/08/2019,17519,0,0,0,0  ,17519,
(3216011003/IF/IAY/2620195),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5238179 ,15/07/2021 ,17190 ,0 ,18510 ,0 ,07/09/2019,18510,0,0,0,0  ,18510,
(3216011003/IF/IAY/2620194),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4052432 ,03/08/2021 ,17190 ,0 ,18399 ,0 ,12/08/2019,18399,0,0,0,0  ,18399,
(3216011003/IF/IAY/2620191),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2962355 ,18/07/2021 ,17190 ,0 ,17439 ,0 ,13/08/2019,17439,0,0,0,0  ,17439,
(3216011003/IF/IAY/2620253),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3706360 ,22/07/2021 ,17190 ,0 ,17072 ,0 ,12/08/2019,17072,0,0,0,0  ,17072,
(3216011003/IF/IAY/2620318),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3939199 ,28/06/2021 ,17190 ,0 ,5921 ,0 ,12/08/2019,5921,0,0,0,0  ,5921,
(3216011003/IF/IAY/2620179),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2939170 ,06/08/2021 ,17190 ,0 ,18240 ,0 ,13/08/2019,18240,0,0,0,0  ,18240,
(3216011003/IF/IAY/2620236),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2926262 ,18/07/2021 ,17190 ,0 ,16837 ,0 ,13/08/2019,16837,0,0,0,0  ,16837,
(3216011003/IF/IAY/2620168),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3186674 ,15/09/2021 ,17190 ,0 ,15432 ,0 ,07/09/2019,15432,0,0,0,0  ,15432,
(3216011003/IF/IAY/2620183),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5687882 ,20/06/2021 ,17190 ,0 ,17850 ,0 ,07/09/2019,17850,0,0,0,0  ,17850,
(3216011003/IF/IAY/2620164),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3724604 ,28/06/2021 ,17190 ,0 ,16808 ,0 ,12/08/2019,16808,0,0,0,0  ,16808,
(3216011003/IF/IAY/2620173),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4675146 ,18/04/2021 ,17190 ,0 ,18165 ,0 ,13/08/2019,18165,0,0,0,0  ,18165,
(3216011003/IF/IAY/2620161),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2423721 ,28/06/2021 ,17190 ,0 ,17850 ,0 ,04/09/2019,17850,0,0,0,0  ,17850,
(3216011003/IF/IAY/2620166),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2458044 ,31/07/2021 ,17190 ,0 ,17853 ,0 ,07/09/2019,17853,0,0,0,0  ,17853,
(3216011003/IF/IAY/2620160),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5723208 ,18/04/2021 ,17190 ,0 ,17580 ,0 ,07/09/2019,17580,0,0,0,0  ,17580,
(3216011003/IF/IAY/2620231),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4217538 ,18/07/2021 ,17190 ,0 ,16881 ,0 ,07/09/2019,16881,0,0,0,0  ,16881,
(3216011003/IF/IAY/2620216),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3889839 ,28/06/2021 ,17190 ,0 ,16646 ,0 ,12/08/2019,16646,0,0,0,0  ,16646,
(3216011003/IF/IAY/2620255),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2147097 ,18/04/2021 ,17190 ,0 ,17359 ,0 ,07/09/2019,17359,0,0,0,0  ,17359,
(3216011003/IF/IAY/2620233),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5219784 ,28/06/2021 ,17190 ,0 ,17072 ,0 ,07/09/2019,17072,0,0,0,0  ,17072,
(3216011003/IF/IAY/2620111),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2364518 ,18/04/2021 ,17190 ,0 ,18165 ,0 ,13/08/2019,18165,0,0,0,0  ,18165,
(3216011003/IF/IAY/2620122),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2208058 ,28/06/2021 ,17190 ,0 ,11768 ,0 ,13/08/2019,11768,0,0,0,0  ,11768,
(3216011003/IF/IAY/2620147),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2413001 ,02/08/2021 ,17190 ,0 ,18180 ,0 ,13/08/2019,18180,0,0,0,0  ,18180,
(3216011003/IF/IAY/2620106),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2431223 ,18/07/2021 ,17190 ,0 ,17945 ,0 ,13/08/2019,17945,0,0,0,0  ,17945,
(3216011003/IF/IAY/2620105),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4218403 ,04/08/2021 ,17190 ,0 ,17629 ,0 ,13/08/2019,17629,0,0,0,0  ,17629,
(3216011003/IF/IAY/2620088),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3662430 ,31/07/2021 ,17190 ,0 ,15485 ,0 ,04/09/2019,15485,0,0,0,0  ,15485,
(3216011003/IF/IAY/2620141),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3523955 ,15/09/2021 ,17190 ,0 ,3195 ,0 ,12/08/2019,3195,0,0,0,0  ,3195,
(3216011003/IF/IAY/2620085),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3708375 ,15/09/2021 ,17190 ,0 ,15645 ,0 ,04/09/2019,15645,0,0,0,0  ,15645,
(3216011003/IF/IAY/2620146),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2645617 ,18/07/2021 ,17190 ,0 ,17514 ,0 ,13/08/2019,17514,0,0,0,0  ,17514,
(3216011003/IF/IAY/2620086),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2628591 ,15/07/2021 ,17190 ,0 ,17167 ,0 ,13/08/2019,17167,0,0,0,0  ,17167,
(3216011003/IF/IAY/2620154),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2219280 ,28/06/2021 ,17190 ,0 ,17854 ,0 ,13/08/2019,17854,0,0,0,0  ,17854,
(3216011003/IF/IAY/2620081),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4188940 ,02/08/2021 ,17190 ,0 ,18158 ,0 ,07/09/2019,18158,0,0,0,0  ,18158,
(3216011003/IF/IAY/2620084),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2158627 ,28/06/2021 ,17190 ,0 ,18621 ,0 ,13/08/2019,18621,0,0,0,0  ,18621,
(3216011003/IF/IAY/2620059),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4188832 ,18/04/2021 ,17190 ,0 ,17970 ,0 ,12/08/2019,17970,0,0,0,0  ,17970,
(3216011003/IF/IAY/2620071),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2607352 ,28/06/2021 ,17190 ,0 ,17519 ,0 ,13/08/2019,17519,0,0,0,0  ,17519,
(3216011003/IF/IAY/2620057),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4079791 ,02/08/2021 ,17190 ,0 ,18158 ,0 ,07/09/2019,18158,0,0,0,0  ,18158,
(3216011003/IF/IAY/2620038),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4172787 ,02/08/2021 ,17190 ,0 ,18158 ,0 ,12/08/2019,18158,0,0,0,0  ,18158,
(3216011003/IF/IAY/2620023),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4211341 ,20/06/2021 ,17190 ,0 ,17659 ,0 ,07/09/2019,17659,0,0,0,0  ,17659,
(3216011003/IF/IAY/2620012),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2935708 ,28/06/2021 ,17190 ,0 ,17718 ,0 ,13/08/2019,17718,0,0,0,0  ,17718,
(3216011003/IF/IAY/2620033),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3891017 ,15/07/2021 ,17190 ,0 ,17493 ,0 ,12/08/2019,17493,0,0,0,0  ,17493,
(3216011003/IF/IAY/2619990),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2450065 ,13/08/2021 ,17190 ,0 ,16976 ,0 ,13/08/2019,16976,0,0,0,0  ,16976,
(3216011003/IF/IAY/2620150),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3891000 ,15/07/2021 ,17190 ,0 ,18153 ,0 ,12/08/2019,18153,0,0,0,0  ,18153,
(3216011003/IF/IAY/2619986),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3870909 ,10/08/2021 ,17190 ,0 ,18158 ,0 ,07/09/2019,18158,0,0,0,0  ,18158,
(3216011003/IF/IAY/2619995),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2643303 ,08/08/2021 ,17190 ,0 ,17945 ,0 ,13/08/2019,17945,0,0,0,0  ,17945,
(3216011003/IF/IAY/2619978),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2950898 ,18/07/2021 ,17190 ,0 ,17462 ,0 ,13/08/2019,17462,0,0,0,0  ,17462,
(3216011003/IF/IAY/2620079),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3872336 ,15/07/2021 ,17190 ,0 ,17897 ,0 ,07/09/2019,17897,0,0,0,0  ,17897,
(3216011003/IF/IAY/2619966),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3654020 ,20/06/2021 ,17190 ,0 ,17850 ,0 ,12/08/2019,17850,0,0,0,0  ,17850,
(3216011003/IF/IAY/2619965),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2671533 ,18/07/2021 ,17190 ,0 ,17519 ,0 ,13/08/2019,17519,0,0,0,0  ,17519,
(3216011003/IF/IAY/2619977),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5287162 ,18/04/2021 ,17190 ,0 ,17359 ,0 ,13/08/2019,17359,0,0,0,0  ,17359,
(3216011003/IF/IAY/2619979),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2954613 ,18/07/2021 ,17190 ,0 ,17519 ,0 ,13/08/2019,17519,0,0,0,0  ,17519,
(3216011003/IF/IAY/2620149),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4085780 ,18/04/2021 ,17190 ,0 ,17389 ,0 ,12/08/2019,17389,0,0,0,0  ,17389,
(3216011003/IF/IAY/2619980),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2398683 ,24/08/2021 ,17190 ,0 ,18435 ,0 ,13/08/2019,18435,0,0,0,0  ,18435,
(3216011003/IF/IAY/2619945),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3118449 ,08/08/2021 ,17190 ,0 ,17945 ,0 ,07/09/2019,17945,0,0,0,0  ,17945,
(3216011003/IF/IAY/2619962),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3893472 ,15/07/2021 ,17190 ,0 ,17897 ,0 ,07/09/2019,17897,0,0,0,0  ,17897,
(3216011003/IF/IAY/2619951),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2450051 ,18/07/2021 ,17190 ,0 ,17036 ,0 ,13/08/2019,17036,0,0,0,0  ,17036,
(3216011003/IF/IAY/2619939),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2347440 ,31/07/2021 ,17190 ,0 ,17945 ,0 ,13/08/2019,17945,0,0,0,0  ,17945,
(3216011003/IF/IAY/2619941),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5132260 ,02/08/2021 ,17190 ,0 ,17828 ,0 ,13/08/2019,17828,0,0,0,0  ,17828,
(3216011003/IF/IAY/2619933),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2084369 ,28/08/2021 ,17190 ,0 ,16976 ,0 ,13/08/2019,16976,0,0,0,0  ,16976,
(3216011003/IF/IAY/2619943),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3702060 ,10/06/2021 ,17190 ,0 ,18240 ,0 ,12/08/2019,18240,0,0,0,0  ,18240,
(3216011003/IF/IAY/2619925),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5419291 ,02/08/2021 ,17190 ,0 ,18158 ,0 ,13/08/2019,18158,0,0,0,0  ,18158,
(3216011003/IF/IAY/2619931),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3196806 ,02/08/2021 ,17190 ,0 ,18158 ,0 ,12/08/2019,18158,0,0,0,0  ,18158,
(3216011003/IF/IAY/2620069),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4219240 ,04/08/2021 ,17190 ,0 ,18621 ,0 ,13/08/2019,18621,0,0,0,0  ,18621,
(3216011003/IF/IAY/2619923),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3878452 ,15/07/2021 ,17190 ,0 ,18678 ,0 ,13/08/2019,18678,0,0,0,0  ,18678,
(3216011003/IF/IAY/2619929),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3882727 ,10/08/2021 ,17190 ,0 ,18840 ,0 ,07/09/2019,18840,0,0,0,0  ,18840,
(3216011003/IF/IAY/2620151),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3078890 ,15/09/2021 ,17190 ,0 ,12714 ,0 ,13/08/2019,12714,0,0,0,0  ,12714,
(3216011003/IF/IAY/2619910),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4096880 ,15/07/2021 ,17190 ,0 ,18180 ,0 ,07/09/2019,18180,0,0,0,0  ,18180,
(3216011003/IF/IAY/2619938),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2430015 ,28/06/2021 ,17190 ,0 ,18158 ,0 ,13/08/2019,18158,0,0,0,0  ,18158,
(3216011003/IF/IAY/2619912),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2628858 ,31/07/2021 ,17190 ,0 ,17853 ,0 ,13/08/2019,17853,0,0,0,0  ,17853,
(3216011003/IF/IAY/2619961),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5311089 ,24/08/2021 ,17190 ,0 ,15176 ,0 ,07/09/2019,15176,0,0,0,0  ,15176,
(3216011003/IF/IAY/2619904),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2123685 ,10/08/2021 ,17190 ,0 ,18180 ,0 ,13/08/2019,18180,0,0,0,0  ,18180,
(3216011003/IF/IAY/2619889),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4217497 ,20/06/2021 ,17190 ,0 ,17659 ,0 ,13/08/2019,17659,0,0,0,0  ,17659,
(3216011003/IF/IAY/2619887),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3219694 ,13/08/2021 ,17190 ,0 ,16976 ,0 ,04/09/2019,16976,0,0,0,0  ,16976,
(3216011003/IF/IAY/2619902),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2904785 ,15/07/2021 ,17190 ,0 ,17235 ,0 ,13/08/2019,17235,0,0,0,0  ,17235,
(3216011003/IF/IAY/2619897),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3171110 ,15/09/2021 ,17190 ,0 ,15645 ,0 ,04/09/2019,15645,0,0,0,0  ,15645,
(3216011003/IF/IAY/2619878),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3220325 ,04/08/2021 ,17190 ,0 ,18300 ,0 ,07/09/2019,18300,0,0,0,0  ,18300,
(3216011003/IF/IAY/2619883),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2945615 ,28/06/2021 ,17190 ,0 ,10916 ,0 ,13/08/2019,10916,0,0,0,0  ,10916,
(3216011003/IF/IAY/2619865),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4211110 ,18/07/2021 ,17190 ,0 ,16925 ,0 ,13/08/2019,16925,0,0,0,0  ,16925,
(3216011003/IF/IAY/2619866),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5287950 ,20/06/2021 ,17190 ,0 ,17659 ,0 ,13/08/2019,17659,0,0,0,0  ,17659,
(3216011003/IF/IAY/2619898),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2956317 ,18/07/2021 ,17190 ,0 ,17865 ,0 ,13/08/2019,17865,0,0,0,0  ,17865,
(3216011003/IF/IAY/2619857),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3078276 ,18/04/2021 ,17190 ,0 ,17558 ,0 ,07/09/2019,17558,0,0,0,0  ,17558,
(3216011003/IF/IAY/2619862),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2902153 ,15/07/2021 ,17190 ,0 ,17366 ,0 ,13/08/2019,17366,0,0,0,0  ,17366,
(3216011003/IF/IAY/2619856),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3868432 ,14/09/2021 ,17190 ,0 ,18840 ,0 ,12/08/2019,18840,0,0,0,0  ,18840,
(3216011003/IF/IAY/2619863),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3223365 ,28/06/2021 ,17190 ,0 ,18570 ,0 ,12/08/2019,18570,0,0,0,0  ,18570,
(3216011003/IF/IAY/2619847),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3482693 ,04/08/2021 ,17190 ,0 ,18180 ,0 ,12/08/2019,18180,0,0,0,0  ,18180,
(3216011003/IF/IAY/2619845),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1986983 ,02/08/2021 ,17190 ,0 ,18414 ,0 ,13/08/2019,18414,0,0,0,0  ,18414,
(3216011003/IF/IAY/2619855),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3857505 ,18/04/2021 ,17190 ,0 ,17762 ,0 ,12/08/2019,17762,0,0,0,0  ,17762,
(3216011003/IF/IAY/2619827),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3871091 ,18/04/2021 ,17190 ,0 ,17580 ,0 ,13/08/2019,17580,0,0,0,0  ,17580,
(3216011003/IF/IAY/2619825),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4282806 ,10/08/2021 ,17190 ,0 ,18049 ,0 ,13/08/2019,18049,0,0,0,0  ,18049,
(3216011003/IF/IAY/2619837),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3204712 ,18/04/2021 ,17190 ,0 ,17762 ,0 ,12/08/2019,17762,0,0,0,0  ,17762,
(3216011003/IF/IAY/2619821),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3109439 ,10/06/2021 ,17190 ,0 ,18240 ,0 ,13/08/2019,18240,0,0,0,0  ,18240,
(3216011003/IF/IAY/2619905),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4295056 ,20/06/2021 ,17190 ,0 ,18049 ,0 ,13/08/2019,18049,0,0,0,0  ,18049,
(3216011003/IF/IAY/2619809),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2954689 ,18/07/2021 ,17190 ,0 ,17328 ,0 ,13/08/2019,17328,0,0,0,0  ,17328,
(3216011003/IF/IAY/2619869),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4079837 ,01/08/2021 ,17190 ,0 ,18840 ,0 ,07/09/2019,18840,0,0,0,0  ,18840,
(3216011003/IF/IAY/2619921),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2172629 ,18/07/2021 ,17190 ,0 ,17519 ,0 ,13/08/2019,17519,0,0,0,0  ,17519,
(3216011003/IF/IAY/2619783),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2951522 ,18/07/2021 ,17190 ,0 ,18240 ,0 ,13/08/2019,18240,0,0,0,0  ,18240,
(3216011003/IF/IAY/2619964),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5666335 ,10/06/2021 ,17190 ,0 ,6120 ,0 ,13/08/2019,6120,0,0,0,0  ,6120,
(3216011003/IF/IAY/2619915),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3138129 ,18/07/2021 ,17190 ,0 ,17732 ,0 ,12/08/2019,17732,0,0,0,0  ,17732,
(3216011003/IF/IAY/2619792),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2431213 ,10/06/2021 ,17190 ,0 ,17872 ,0 ,13/08/2019,17872,0,0,0,0  ,17872,
(3216011003/IF/IAY/2619812),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2956142 ,31/07/2021 ,17190 ,0 ,17167 ,0 ,13/08/2019,17167,0,0,0,0  ,17167,
(3216011003/IF/IAY/2619774),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2960362 ,04/08/2021 ,17190 ,0 ,11599 ,0 ,13/08/2019,11599,0,0,0,0  ,11599,
(3216011003/IF/IAY/2619780),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4096640 ,01/08/2021 ,17190 ,0 ,18840 ,0 ,07/09/2019,18840,0,0,0,0  ,18840,
(3216011003/IF/IAY/2619772),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3206905 ,02/08/2021 ,17190 ,0 ,18158 ,0 ,12/08/2019,18158,0,0,0,0  ,18158,
(3216011003/IF/IAY/2619767),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3106006 ,06/08/2021 ,17190 ,0 ,18570 ,0 ,13/08/2019,18570,0,0,0,0  ,18570,
(3216011003/IF/IAY/2619768),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3522466 ,22/07/2021 ,17190 ,0 ,17350 ,0 ,04/09/2019,17350,0,0,0,0  ,17350,
(3216011003/IF/IAY/2619749),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2956082 ,02/08/2021 ,17190 ,0 ,18570 ,0 ,13/08/2019,18570,0,0,0,0  ,18570,
(3216011003/IF/IAY/2619764),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3109363 ,18/07/2021 ,17190 ,0 ,18180 ,0 ,13/08/2019,18180,0,0,0,0  ,18180,
(3216011003/IF/IAY/2619742),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3670410 ,01/08/2021 ,17190 ,0 ,17445 ,0 ,12/08/2019,17445,0,0,0,0  ,17445,
(3216011003/IF/IAY/2619738),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3113842 ,03/08/2021 ,17190 ,0 ,18840 ,0 ,13/08/2019,18840,0,0,0,0  ,18840,
(3216011003/IF/IAY/2619743),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3165760 ,02/08/2021 ,17190 ,0 ,18158 ,0 ,12/08/2019,18158,0,0,0,0  ,18158,
(3216011003/IF/IAY/2619747),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3219681 ,18/04/2021 ,17190 ,0 ,17580 ,0 ,04/09/2019,17580,0,0,0,0  ,17580,
